sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vds,Vgs,Ids
0.26,0.24,0.057,1,0,-5.0,5.0,4.967394682842186e-13
0.26,0.24,0.057,1,0,-5.0,4.949832775919733,4.985958477560082e-13
0.26,0.24,0.057,1,0,-5.0,4.8996655518394645,5.011693699909435e-13
0.26,0.24,0.057,1,0,-5.0,4.849498327759197,5.037428922258788e-13
0.26,0.24,0.057,1,0,-5.0,4.79933110367893,5.063164144608141e-13
0.26,0.24,0.057,1,0,-5.0,4.749163879598663,5.10212196692758e-13
0.26,0.24,0.057,1,0,-5.0,4.698996655518394,5.147755759585565e-13
0.26,0.24,0.057,1,0,-5.0,4.648829431438127,5.19338955224355e-13
0.26,0.24,0.057,1,0,-5.0,4.59866220735786,5.243774579447023e-13
0.26,0.24,0.057,1,0,-5.0,4.548494983277592,5.351516013222498e-13
0.26,0.24,0.057,1,0,-5.0,4.498327759197324,5.436728531276774e-13
0.26,0.24,0.057,1,0,-5.0,4.448160535117057,5.46472159081792e-13
0.26,0.24,0.057,1,0,-5.0,4.397993311036789,5.492714650359063e-13
0.26,0.24,0.057,1,0,-5.0,4.3478260869565215,9.38912778498581e-13
0.26,0.24,0.057,1,0,-5.0,4.297658862876254,1.5957137877638537e-12
0.26,0.24,0.057,1,0,-5.0,4.247491638795987,2.2525147970291263e-12
0.26,0.24,0.057,1,0,-5.0,4.197324414715719,3.755423460281236e-12
0.26,0.24,0.057,1,0,-5.0,4.147157190635451,2.461572684655813e-10
0.26,0.24,0.057,1,0,-5.0,4.096989966555184,4.885591134708815e-10
0.26,0.24,0.057,1,0,-5.0,4.046822742474916,7.309609584761858e-10
0.26,0.24,0.057,1,0,-5.0,3.9966555183946486,2.3976118916334808e-08
0.26,0.24,0.057,1,0,-5.0,3.9464882943143813,7.95801479884229e-08
0.26,0.24,0.057,1,0,-5.0,3.896321070234114,1.3518417706051098e-07
0.26,0.24,0.057,1,0,-5.0,3.846153846153846,1.9078820613260002e-07
0.26,0.24,0.057,1,0,-5.0,3.7959866220735785,2.2048511444027003e-06
0.26,0.24,0.057,1,0,-5.0,3.745819397993311,4.62717288851769e-06
0.26,0.24,0.057,1,0,-5.0,3.6956521739130435,7.049494632632701e-06
0.26,0.24,0.057,1,0,-5.0,3.6454849498327757,1.153809707227262e-05
0.26,0.24,0.057,1,0,-5.0,3.5953177257525084,2.2587895624424494e-05
0.26,0.24,0.057,1,0,-5.0,3.5451505016722407,3.363769417657647e-05
0.26,0.24,0.057,1,0,-5.0,3.494983277591973,4.468749272872844e-05
0.26,0.24,0.057,1,0,-5.0,3.4448160535117056,6.044766051056354e-05
0.26,0.24,0.057,1,0,-5.0,3.3946488294314383,8.185649955630585e-05
0.26,0.24,0.057,1,0,-5.0,3.3444816053511706,0.0001074347327142
0.26,0.24,0.057,1,0,-5.0,3.294314381270903,0.0001355125271391
0.26,0.24,0.057,1,0,-5.0,3.2441471571906355,0.0001716301458123
0.26,0.24,0.057,1,0,-5.0,3.1939799331103678,0.0002077477644855
0.26,0.24,0.057,1,0,-5.0,3.1438127090301,0.0002534133485001
0.26,0.24,0.057,1,0,-5.0,3.0936454849498327,0.0003024877921987
0.26,0.24,0.057,1,0,-5.0,3.0434782608695654,0.0003515622358973
0.26,0.24,0.057,1,0,-5.0,2.9933110367892977,0.0004062879397768
0.26,0.24,0.057,1,0,-5.0,2.94314381270903,0.0004724300372707
0.26,0.24,0.057,1,0,-5.0,2.8929765886287626,0.0005385721347647
0.26,0.24,0.057,1,0,-5.0,2.842809364548495,0.0006047142322586
0.26,0.24,0.057,1,0,-5.0,2.7926421404682276,0.0006847936229151
0.26,0.24,0.057,1,0,-5.0,2.74247491638796,0.0007696910929444
0.26,0.24,0.057,1,0,-5.0,2.692307692307692,0.0008545885629736
0.26,0.24,0.057,1,0,-5.0,2.6421404682274248,0.0009425954466676
0.26,0.24,0.057,1,0,-5.0,2.591973244147157,0.00104753950424
0.26,0.24,0.057,1,0,-5.0,2.5418060200668897,0.0011524835618124
0.26,0.24,0.057,1,0,-5.0,2.491638795986622,0.0012574276193849
0.26,0.24,0.057,1,0,-5.0,2.4414715719063547,0.001374504042559
0.26,0.24,0.057,1,0,-5.0,2.391304347826087,0.001500841443526
0.26,0.24,0.057,1,0,-5.0,2.341137123745819,0.001627178844493
0.26,0.24,0.057,1,0,-5.0,2.290969899665552,0.0017535162454601
0.26,0.24,0.057,1,0,-5.0,2.240802675585284,0.001902172055238
0.26,0.24,0.057,1,0,-5.0,2.190635451505017,0.0020513040585046
0.26,0.24,0.057,1,0,-5.0,2.140468227424749,0.0022004360617713
0.26,0.24,0.057,1,0,-5.0,2.0903010033444813,0.0023590464680738
0.26,0.24,0.057,1,0,-5.0,2.040133779264214,0.0025324131321329
0.26,0.24,0.057,1,0,-5.0,1.9899665551839463,0.002705779796192
0.26,0.24,0.057,1,0,-5.0,1.939799331103679,0.0028791464602511
0.26,0.24,0.057,1,0,-5.0,1.8896321070234112,0.0030731570064898
0.26,0.24,0.057,1,0,-5.0,1.839464882943144,0.0032722286153824
0.26,0.24,0.057,1,0,-5.0,1.7892976588628762,0.003471300224275
0.26,0.24,0.057,1,0,-5.0,1.7391304347826084,0.003676220825531
0.26,0.24,0.057,1,0,-5.0,1.6889632107023411,0.003902483217547
0.26,0.24,0.057,1,0,-5.0,1.6387959866220734,0.0041287456095631
0.26,0.24,0.057,1,0,-5.0,1.588628762541806,0.0043550080015791
0.26,0.24,0.057,1,0,-5.0,1.5384615384615383,0.0045992454777495
0.26,0.24,0.057,1,0,-5.0,1.488294314381271,0.004854171265452
0.26,0.24,0.057,1,0,-5.0,1.4381270903010033,0.0051090970531545
0.26,0.24,0.057,1,0,-5.0,1.3879598662207355,0.0053651995381643
0.26,0.24,0.057,1,0,-5.0,1.3377926421404682,0.0056502126721178
0.26,0.24,0.057,1,0,-5.0,1.2876254180602005,0.0059352258060713
0.26,0.24,0.057,1,0,-5.0,1.2374581939799332,0.0062202389400248
0.26,0.24,0.057,1,0,-5.0,1.1872909698996654,0.0065194205850922
0.26,0.24,0.057,1,0,-5.0,1.1371237458193977,0.0068358418694835
0.26,0.24,0.057,1,0,-5.0,1.0869565217391304,0.0071522631538748
0.26,0.24,0.057,1,0,-5.0,1.0367892976588626,0.007468684438266
0.26,0.24,0.057,1,0,-5.0,0.9866220735785953,0.0078131896250433
0.26,0.24,0.057,1,0,-5.0,0.936454849498328,0.0081621489668342
0.26,0.24,0.057,1,0,-5.0,0.8862876254180598,0.0085111083086251
0.26,0.24,0.057,1,0,-5.0,0.8361204013377925,0.0088692436539226
0.26,0.24,0.057,1,0,-5.0,0.7859531772575252,0.0092515570153887
0.26,0.24,0.057,1,0,-5.0,0.735785953177257,0.0096338703768547
0.26,0.24,0.057,1,0,-5.0,0.6856187290969897,0.0100161837383207
0.26,0.24,0.057,1,0,-5.0,0.6354515050167224,0.0104216747748122
0.26,0.24,0.057,1,0,-5.0,0.5852842809364551,0.0108377202841265
0.26,0.24,0.057,1,0,-5.0,0.5351170568561869,0.0112537657934409
0.26,0.24,0.057,1,0,-5.0,0.48494983277591963,0.0116731441704415
0.26,0.24,0.057,1,0,-5.0,0.43478260869565233,0.0121228178575765
0.26,0.24,0.057,1,0,-5.0,0.38461538461538414,0.0125724915447115
0.26,0.24,0.057,1,0,-5.0,0.33444816053511683,0.0130221652318466
0.26,0.24,0.057,1,0,-5.0,0.28428093645484953,0.0134888097686054
0.26,0.24,0.057,1,0,-5.0,0.23411371237458223,0.013971687404746
0.26,0.24,0.057,1,0,-5.0,0.18394648829431404,0.0144545650408867
0.26,0.24,0.057,1,0,-5.0,0.13377926421404673,0.0149374426770274
0.26,0.24,0.057,1,0,-5.0,0.08361204013377943,0.0154504849763811
0.26,0.24,0.057,1,0,-5.0,0.03344481605351124,0.0159660398488602
0.26,0.24,0.057,1,0,-5.0,-0.016722408026756064,0.0164815947213393
0.26,0.24,0.057,1,0,-5.0,-0.06688963210702337,0.0170079244995003
0.26,0.24,0.057,1,0,-5.0,-0.11705685618729067,0.0175556327716921
0.26,0.24,0.057,1,0,-5.0,-0.16722408026755886,0.018103341043884
0.26,0.24,0.057,1,0,-5.0,-0.21739130434782616,0.0186510493160758
0.26,0.24,0.057,1,0,-5.0,-0.26755852842809347,0.019222426853739
0.26,0.24,0.057,1,0,-5.0,-0.31772575250836166,0.0198018162508951
0.26,0.24,0.057,1,0,-5.0,-0.36789297658862896,0.0203812056480512
0.26,0.24,0.057,1,0,-5.0,-0.41806020066889626,0.0209655760987376
0.26,0.24,0.057,1,0,-5.0,-0.46822742474916446,0.0215762713415127
0.26,0.24,0.057,1,0,-5.0,-0.5183946488294318,0.0221869665842878
