sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vds,Vgs,Ids
0.2,0.12,0.057,1,0,-5.0,5.0,3.7143947415784666e-13
0.2,0.12,0.057,1,0,-5.0,4.949832775919733,3.723177038207073e-13
0.2,0.12,0.057,1,0,-5.0,4.8996655518394645,3.73195933483568e-13
0.2,0.12,0.057,1,0,-5.0,4.849498327759197,3.740741631464286e-13
0.2,0.12,0.057,1,0,-5.0,4.79933110367893,3.746640325303536e-13
0.2,0.12,0.057,1,0,-5.0,4.749163879598663,3.750287087133645e-13
0.2,0.12,0.057,1,0,-5.0,4.698996655518394,3.7539338489637533e-13
0.2,0.12,0.057,1,0,-5.0,4.648829431438127,3.757580610793862e-13
0.2,0.12,0.057,1,0,-5.0,4.59866220735786,3.7600300042729284e-13
0.2,0.12,0.057,1,0,-5.0,4.548494983277592,3.762446803749628e-13
0.2,0.12,0.057,1,0,-5.0,4.498327759197324,3.7648636032263284e-13
0.2,0.12,0.057,1,0,-5.0,4.448160535117057,3.7671095467187623e-13
0.2,0.12,0.057,1,0,-5.0,4.397993311036789,3.769083140010596e-13
0.2,0.12,0.057,1,0,-5.0,4.3478260869565215,3.77105673330243e-13
0.2,0.12,0.057,1,0,-5.0,4.297658862876254,3.773030326594264e-13
0.2,0.12,0.057,1,0,-5.0,4.247491638795987,3.773196412248517e-13
0.2,0.12,0.057,1,0,-5.0,4.197324414715719,3.772903538283197e-13
0.2,0.12,0.057,1,0,-5.0,4.147157190635451,3.772610664317876e-13
0.2,0.12,0.057,1,0,-5.0,4.096989966555184,3.771563121932664e-13
0.2,0.12,0.057,1,0,-5.0,4.046822742474916,3.767668012072873e-13
0.2,0.12,0.057,1,0,-5.0,3.9966555183946486,3.763772902213082e-13
0.2,0.12,0.057,1,0,-5.0,3.9464882943143813,3.759877792353291e-13
0.2,0.12,0.057,1,0,-5.0,3.896321070234114,3.7548437021052473e-13
0.2,0.12,0.057,1,0,-5.0,3.846153846153846,3.749115960888653e-13
0.2,0.12,0.057,1,0,-5.0,3.7959866220735785,3.743388219672058e-13
0.2,0.12,0.057,1,0,-5.0,3.745819397993311,3.737714776464213e-13
0.2,0.12,0.057,1,0,-5.0,3.6956521739130435,3.733607871329667e-13
0.2,0.12,0.057,1,0,-5.0,3.6454849498327757,3.729500966195121e-13
0.2,0.12,0.057,1,0,-5.0,3.5953177257525084,3.7253940610605766e-13
0.2,0.12,0.057,1,0,-5.0,3.5451505016722407,3.722919509984835e-13
0.2,0.12,0.057,1,0,-5.0,3.494983277591973,3.722476699258384e-13
0.2,0.12,0.057,1,0,-5.0,3.4448160535117056,3.722033888531932e-13
0.2,0.12,0.057,1,0,-5.0,3.3946488294314383,3.72159107780548e-13
0.2,0.12,0.057,1,0,-5.0,3.3444816053511706,3.72153419149382e-13
0.2,0.12,0.057,1,0,-5.0,3.294314381270903,3.7215414383939483e-13
0.2,0.12,0.057,1,0,-5.0,3.2441471571906355,3.721548685294077e-13
0.2,0.12,0.057,1,0,-5.0,3.1939799331103678,3.719803780201882e-13
0.2,0.12,0.057,1,0,-5.0,3.1438127090301,3.71330953547929e-13
0.2,0.12,0.057,1,0,-5.0,3.0936454849498327,3.706815290756698e-13
0.2,0.12,0.057,1,0,-5.0,3.0434782608695654,3.700321046034106e-13
0.2,0.12,0.057,1,0,-5.0,2.9933110367892977,3.6913737435535517e-13
0.2,0.12,0.057,1,0,-5.0,2.94314381270903,3.681280001020301e-13
0.2,0.12,0.057,1,0,-5.0,2.8929765886287626,3.671186258487051e-13
0.2,0.12,0.057,1,0,-5.0,2.842809364548495,3.6614819175662824e-13
0.2,0.12,0.057,1,0,-5.0,2.7926421404682276,3.65555289816117e-13
0.2,0.12,0.057,1,0,-5.0,2.74247491638796,3.649623878756059e-13
0.2,0.12,0.057,1,0,-5.0,2.692307692307692,3.6436948593509474e-13
0.2,0.12,0.057,1,0,-5.0,2.6421404682274248,3.635445816705929e-13
0.2,0.12,0.057,1,0,-5.0,2.591973244147157,3.6249272359953633e-13
0.2,0.12,0.057,1,0,-5.0,2.5418060200668897,3.614408655284797e-13
0.2,0.12,0.057,1,0,-5.0,2.491638795986622,3.603890074574232e-13
0.2,0.12,0.057,1,0,-5.0,2.4414715719063547,3.595754804195879e-13
0.2,0.12,0.057,1,0,-5.0,2.391304347826087,3.587833836926416e-13
0.2,0.12,0.057,1,0,-5.0,2.341137123745819,3.579912869656954e-13
0.2,0.12,0.057,1,0,-5.0,2.290969899665552,3.57125269011333e-13
0.2,0.12,0.057,1,0,-5.0,2.240802675585284,3.561088286503467e-13
0.2,0.12,0.057,1,0,-5.0,2.190635451505017,3.550923882893603e-13
0.2,0.12,0.057,1,0,-5.0,2.140468227424749,3.54075947928374e-13
0.2,0.12,0.057,1,0,-5.0,2.0903010033444813,3.5395002458454085e-13
0.2,0.12,0.057,1,0,-5.0,2.040133779264214,3.5413455120555483e-13
0.2,0.12,0.057,1,0,-5.0,1.9899665551839463,3.543190778265687e-13
0.2,0.12,0.057,1,0,-5.0,1.939799331103679,3.547331832251261e-13
0.2,0.12,0.057,1,0,-5.0,1.8896321070234112,3.564133370614071e-13
0.2,0.12,0.057,1,0,-5.0,1.839464882943144,3.5809349089768797e-13
0.2,0.12,0.057,1,0,-5.0,1.7892976588628762,3.59773644733969e-13
0.2,0.12,0.057,1,0,-5.0,1.7391304347826084,3.6030257769702523e-13
0.2,0.12,0.057,1,0,-5.0,1.6889632107023411,3.5994697402097254e-13
0.2,0.12,0.057,1,0,-5.0,1.6387959866220734,3.5959137034491985e-13
0.2,0.12,0.057,1,0,-5.0,1.588628762541806,3.592357666688672e-13
0.2,0.12,0.057,1,0,-5.0,1.5384615384615383,5.196630188949553e-13
0.2,0.12,0.057,1,0,-5.0,1.488294314381271,6.837911552722427e-13
0.2,0.12,0.057,1,0,-5.0,1.4381270903010033,8.479192916495316e-13
0.2,0.12,0.057,1,0,-5.0,1.3879598662207355,4.3300566080551125e-11
0.2,0.12,0.057,1,0,-5.0,1.3377926421404682,1.5203598729144335e-10
0.2,0.12,0.057,1,0,-5.0,1.2876254180602005,2.6077140850233645e-10
0.2,0.12,0.057,1,0,-5.0,1.2374581939799332,3.6950682971322867e-10
0.2,0.12,0.057,1,0,-5.0,1.1872909698996654,2.7861711706182772e-08
0.2,0.12,0.057,1,0,-5.0,1.1371237458193977,6.213572405223292e-08
0.2,0.12,0.057,1,0,-5.0,1.0869565217391304,9.640973639828276e-08
0.2,0.12,0.057,1,0,-5.0,1.0367892976588626,8.034545514228422e-07
0.2,0.12,0.057,1,0,-5.0,0.9866220735785953,3.988879864370692e-06
0.2,0.12,0.057,1,0,-5.0,0.936454849498328,7.174305177318543e-06
0.2,0.12,0.057,1,0,-5.0,0.8862876254180598,1.035973049026645e-05
0.2,0.12,0.057,1,0,-5.0,0.8361204013377925,2.4014086782370472e-05
0.2,0.12,0.057,1,0,-5.0,0.7859531772575252,4.393641214193073e-05
0.2,0.12,0.057,1,0,-5.0,0.735785953177257,6.385873750149135e-05
0.2,0.12,0.057,1,0,-5.0,0.6856187290969897,8.424598552304498e-05
0.2,0.12,0.057,1,0,-5.0,0.6354515050167224,0.0001195877766011
0.2,0.12,0.057,1,0,-5.0,0.5852842809364551,0.0001628132318459
0.2,0.12,0.057,1,0,-5.0,0.5351170568561869,0.0002125511242626
0.2,0.12,0.057,1,0,-5.0,0.48494983277591963,0.0002723067937826
0.2,0.12,0.057,1,0,-5.0,0.43478260869565233,0.0003384848573828
0.2,0.12,0.057,1,0,-5.0,0.38461538461538414,0.0004152622981475
0.2,0.12,0.057,1,0,-5.0,0.33444816053511683,0.0004920397389122
0.2,0.12,0.057,1,0,-5.0,0.28428093645484953,0.0005900274775239
0.2,0.12,0.057,1,0,-5.0,0.23411371237458223,0.0006925781932491
0.2,0.12,0.057,1,0,-5.0,0.18394648829431404,0.0007951289089742
0.2,0.12,0.057,1,0,-5.0,0.13377926421404673,0.0009050940527248
0.2,0.12,0.057,1,0,-5.0,0.08361204013377943,0.0010392012959822
0.2,0.12,0.057,1,0,-5.0,0.03344481605351124,0.0011733085392396
0.2,0.12,0.057,1,0,-5.0,-0.016722408026756064,0.001307415782497
0.2,0.12,0.057,1,0,-5.0,-0.06688963210702337,0.0014627346013749
0.2,0.12,0.057,1,0,-5.0,-0.11705685618729067,0.0016296285284396
0.2,0.12,0.057,1,0,-5.0,-0.16722408026755886,0.0017965224555043
0.2,0.12,0.057,1,0,-5.0,-0.21739130434782616,0.0019653965254788
0.2,0.12,0.057,1,0,-5.0,-0.26755852842809347,0.0021658766570708
0.2,0.12,0.057,1,0,-5.0,-0.31772575250836166,0.0023663567886627
0.2,0.12,0.057,1,0,-5.0,-0.36789297658862896,0.0025668369202546
0.2,0.12,0.057,1,0,-5.0,-0.41806020066889626,0.0027832815542749
0.2,0.12,0.057,1,0,-5.0,-0.46822742474916446,0.0030176596879543
0.2,0.12,0.057,1,0,-5.0,-0.5183946488294318,0.0032520378216336
0.2,0.12,0.057,1,0,-5.0,-0.5685618729096991,0.0034864159553129
0.2,0.12,0.057,1,0,-5.0,-0.6187290969899664,0.0037505847827828
0.2,0.12,0.057,1,0,-5.0,-0.6688963210702346,0.0040187026033736
0.2,0.12,0.057,1,0,-5.0,-0.7190635451505019,0.0042868204239643
0.2,0.12,0.057,1,0,-5.0,-0.7692307692307692,0.0045647461431897
0.2,0.12,0.057,1,0,-5.0,-0.8193979933110374,0.0048661159211692
0.2,0.12,0.057,1,0,-5.0,-0.8695652173913047,0.0051674856991487
0.2,0.12,0.057,1,0,-5.0,-0.919732441471572,0.0054688554771281
0.2,0.12,0.057,1,0,-5.0,-0.9698996655518393,0.0057932978768438
0.2,0.12,0.057,1,0,-5.0,-1.0200668896321075,0.0061273041811131
0.2,0.12,0.057,1,0,-5.0,-1.0702341137123748,0.0064613104853824
0.2,0.12,0.057,1,0,-5.0,-1.120401337792642,0.0067981834003233
0.2,0.12,0.057,1,0,-5.0,-1.1705685618729103,0.0071562875712043
0.2,0.12,0.057,1,0,-5.0,-1.2207357859531776,0.007520831891212
0.2,0.12,0.057,1,0,-5.0,-1.2709030100334449,0.0078987545257896
0.2,0.12,0.057,1,0,-5.0,-1.3210702341137122,0.0082766771603672
0.2,0.12,0.057,1,0,-5.0,-1.3712374581939804,0.0086719715181113
0.2,0.12,0.057,1,0,-5.0,-1.4214046822742477,0.0090772962041059
0.2,0.12,0.057,1,0,-5.0,-1.471571906354515,0.0094826208901006
0.2,0.12,0.057,1,0,-5.0,-1.5217391304347831,0.0098893629174496
0.2,0.12,0.057,1,0,-5.0,-1.5719063545150505,0.0103255281803008
0.2,0.12,0.057,1,0,-5.0,-1.6220735785953178,0.010761693443152
0.2,0.12,0.057,1,0,-5.0,-1.672240802675585,0.0111978587060032
0.2,0.12,0.057,1,0,-5.0,-1.7224080267558532,0.011647907040646
0.2,0.12,0.057,1,0,-5.0,-1.7725752508361206,0.0121143875314429
0.2,0.12,0.057,1,0,-5.0,-1.8227424749163879,0.0125808680222397
0.2,0.12,0.057,1,0,-5.0,-1.872909698996656,0.0130473485130366
0.2,0.12,0.057,1,0,-5.0,-1.9230769230769234,0.0135398016999435
0.2,0.12,0.057,1,0,-5.0,-1.9732441471571907,0.014036137338957
0.2,0.12,0.057,1,0,-5.0,-2.023411371237458,0.0145324729779705
0.2,0.12,0.057,1,0,-5.0,-2.073578595317726,0.0150371136349117
0.2,0.12,0.057,1,0,-5.0,-2.1237458193979935,0.0155629041801956
0.2,0.12,0.057,1,0,-5.0,-2.1739130434782608,0.0160886947254794
0.2,0.12,0.057,1,0,-5.0,-2.224080267558529,0.0166144852707633
0.2,0.12,0.057,1,0,-5.0,-2.2742474916387962,0.0171604631738197
0.2,0.12,0.057,1,0,-5.0,-2.3244147157190636,0.0177153439319892
0.2,0.12,0.057,1,0,-5.0,-2.374581939799331,0.0182702246901587
0.2,0.12,0.057,1,0,-5.0,-2.424749163879599,0.0188281608169838
0.2,0.12,0.057,1,0,-5.0,-2.4749163879598663,0.0194118774968433
0.2,0.12,0.057,1,0,-5.0,-2.5250836120401337,0.0199955941767028
0.2,0.12,0.057,1,0,-5.0,-2.575250836120402,0.0205793108565624
0.2,0.12,0.057,1,0,-5.0,-2.625418060200669,0.0211779640019527
0.2,0.12,0.057,1,0,-5.0,-2.6755852842809364,0.0217905179494419
0.2,0.12,0.057,1,0,-5.0,-2.7257525083612046,0.0224030718969312
0.2,0.12,0.057,1,0,-5.0,-2.775919732441472,0.0230156258444204
