sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vds,Vgs,Ids
0.22,0.14,0.057,0,0,-5.0,5.0,2.5140604253767813e-13
0.22,0.14,0.057,0,0,-5.0,4.949832775919733,2.6097132401426693e-13
0.22,0.14,0.057,0,0,-5.0,4.8996655518394645,2.705366054908559e-13
0.22,0.14,0.057,0,0,-5.0,4.849498327759197,2.801018869674448e-13
0.22,0.14,0.057,0,0,-5.0,4.79933110367893,2.8941423932170005e-13
0.22,0.14,0.057,0,0,-5.0,4.749163879598663,2.985290682206691e-13
0.22,0.14,0.057,0,0,-5.0,4.698996655518394,3.0764389711963833e-13
0.22,0.14,0.057,0,0,-5.0,4.648829431438127,3.167587260186073e-13
0.22,0.14,0.057,0,0,-5.0,4.59866220735786,3.2315154360492893e-13
0.22,0.14,0.057,0,0,-5.0,4.548494983277592,3.294702643244964e-13
0.22,0.14,0.057,0,0,-5.0,4.498327759197324,3.3578898504406385e-13
0.22,0.14,0.057,0,0,-5.0,4.448160535117057,3.437944501397049e-13
0.22,0.14,0.057,0,0,-5.0,4.397993311036789,3.544886426519408e-13
0.22,0.14,0.057,0,0,-5.0,4.3478260869565215,3.6518283516417654e-13
0.22,0.14,0.057,0,0,-5.0,4.297658862876254,3.758770276764122e-13
0.22,0.14,0.057,0,0,-5.0,4.247491638795987,3.8765287639217e-13
0.22,0.14,0.057,0,0,-5.0,4.197324414715719,3.9970337762355597e-13
0.22,0.14,0.057,0,0,-5.0,4.147157190635451,4.117538788549416e-13
0.22,0.14,0.057,0,0,-5.0,4.096989966555184,4.226739763328081e-13
0.22,0.14,0.057,0,0,-5.0,4.046822742474916,4.29328755590355e-13
0.22,0.14,0.057,0,0,-5.0,3.9966555183946486,4.3598353484790184e-13
0.22,0.14,0.057,0,0,-5.0,3.9464882943143813,4.4263831410544857e-13
0.22,0.14,0.057,0,0,-5.0,3.896321070234114,4.465626268854725e-13
0.22,0.14,0.057,0,0,-5.0,3.846153846153846,4.4882405702391563e-13
0.22,0.14,0.057,0,0,-5.0,3.7959866220735785,4.510854871623587e-13
0.22,0.14,0.057,0,0,-5.0,3.745819397993311,4.532939167222704e-13
0.22,0.14,0.057,0,0,-5.0,3.6956521739130435,4.539732400388797e-13
0.22,0.14,0.057,0,0,-5.0,3.6454849498327757,4.5465256335548893e-13
0.22,0.14,0.057,0,0,-5.0,3.5953177257525084,4.553318866720981e-13
