sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vds,Vgs,Ids
0.26,0.22,0.05,0,0,-5.0,5.0,8.725263935594195e-05
0.26,0.22,0.05,0,0,-5.0,4.949832775919733,0.0001131044107666
0.26,0.22,0.05,0,0,-5.0,4.8996655518394645,0.0001488472589587
0.26,0.22,0.05,0,0,-5.0,4.849498327759197,0.0001845901071509
0.26,0.22,0.05,0,0,-5.0,4.79933110367893,0.000220332955343
0.26,0.22,0.05,0,0,-5.0,4.749163879598663,0.0002666514789959
0.26,0.22,0.05,0,0,-5.0,4.698996655518394,0.0003183095649017
0.26,0.22,0.05,0,0,-5.0,4.648829431438127,0.0003699676508074
0.26,0.22,0.05,0,0,-5.0,4.59866220735786,0.0004228913378073
0.26,0.22,0.05,0,0,-5.0,4.548494983277592,0.0004910932288653
0.26,0.22,0.05,0,0,-5.0,4.498327759197324,0.0005592951199233
0.26,0.22,0.05,0,0,-5.0,4.448160535117057,0.0006274970109813
0.26,0.22,0.05,0,0,-5.0,4.397993311036789,0.0007040378582329
0.26,0.22,0.05,0,0,-5.0,4.3478260869565215,0.0007893102839757
0.26,0.22,0.05,0,0,-5.0,4.297658862876254,0.0008745827097186
0.26,0.22,0.05,0,0,-5.0,4.247491638795987,0.0009598551354615
0.26,0.22,0.05,0,0,-5.0,4.197324414715719,0.0010609599023964
0.26,0.22,0.05,0,0,-5.0,4.147157190635451,0.001163814050729
0.26,0.22,0.05,0,0,-5.0,4.096989966555184,0.0012666681990617
0.26,0.22,0.05,0,0,-5.0,4.046822742474916,0.0013751945804899
0.26,0.22,0.05,0,0,-5.0,3.9966555183946486,0.0014961998747284
0.26,0.22,0.05,0,0,-5.0,3.9464882943143813,0.0016172051689669
0.26,0.22,0.05,0,0,-5.0,3.896321070234114,0.0017382104632054
0.26,0.22,0.05,0,0,-5.0,3.846153846153846,0.0018726661393384
0.26,0.22,0.05,0,0,-5.0,3.7959866220735785,0.0020122364879516
0.26,0.22,0.05,0,0,-5.0,3.745819397993311,0.0021518068365648
0.26,0.22,0.05,0,0,-5.0,3.6956521739130435,0.0022939396233918
0.26,0.22,0.05,0,0,-5.0,3.6454849498327757,0.0024522824131312
0.26,0.22,0.05,0,0,-5.0,3.5953177257525084,0.0026106252028705
0.26,0.22,0.05,0,0,-5.0,3.5451505016722407,0.0027689679926099
0.26,0.22,0.05,0,0,-5.0,3.494983277591973,0.0029378002180115
0.26,0.22,0.05,0,0,-5.0,3.4448160535117056,0.003115266864929
0.26,0.22,0.05,0,0,-5.0,3.3946488294314383,0.0032927335118466
0.26,0.22,0.05,0,0,-5.0,3.3444816053511706,0.0034702001587641
0.26,0.22,0.05,0,0,-5.0,3.294314381270903,0.0036665456025772
0.26,0.22,0.05,0,0,-5.0,3.2441471571906355,0.0038636674258567
0.26,0.22,0.05,0,0,-5.0,3.1939799331103678,0.0040607892491361
0.26,0.22,0.05,0,0,-5.0,3.1438127090301,0.0042655995077269
0.26,0.22,0.05,0,0,-5.0,3.0936454849498327,0.0044833614258019
0.26,0.22,0.05,0,0,-5.0,3.0434782608695654,0.0047011233438769
0.26,0.22,0.05,0,0,-5.0,2.9933110367892977,0.0049188852619519
0.26,0.22,0.05,0,0,-5.0,2.94314381270903,0.0051536311331313
0.26,0.22,0.05,0,0,-5.0,2.8929765886287626,0.0053930424496823
0.26,0.22,0.05,0,0,-5.0,2.842809364548495,0.0056324537662332
0.26,0.22,0.05,0,0,-5.0,2.7926421404682276,0.005876055508436
0.26,0.22,0.05,0,0,-5.0,2.74247491638796,0.0061367921463704
0.26,0.22,0.05,0,0,-5.0,2.692307692307692,0.0063975287843047
0.26,0.22,0.05,0,0,-5.0,2.6421404682274248,0.0066582654222391
0.26,0.22,0.05,0,0,-5.0,2.591973244147157,0.0069325034730588
0.26,0.22,0.05,0,0,-5.0,2.5418060200668897,0.0072154281354554
0.26,0.22,0.05,0,0,-5.0,2.491638795986622,0.0074983527978521
0.26,0.22,0.05,0,0,-5.0,2.4414715719063547,0.0077817448261088
0.26,0.22,0.05,0,0,-5.0,2.391304347826087,0.0080874678231414
0.26,0.22,0.05,0,0,-5.0,2.341137123745819,0.0083931908201739
0.26,0.22,0.05,0,0,-5.0,2.290969899665552,0.0086989138172065
0.26,0.22,0.05,0,0,-5.0,2.240802675585284,0.009014541998141
0.26,0.22,0.05,0,0,-5.0,2.190635451505017,0.0093431671544844
