Cluster,Ioff_fixed0_mean,Ioff_fixed0_std,Ion_fixedV_mean,Ion_fixedV_std,SS_mean,SS_std,Vth_mean,Vth_std,Vth_>=100 (#/total),Total Samples_
0,0.016514739162453104,0.0029147584851532226,0.07875342216116231,0.012661989277726233,141.23916930649142,12.989580095144888,3.5953427080026286,0.22835845263857474,0.0,173
1,0.010235835544708909,0.0022309071918468273,0.07091920054805483,0.011921402136042574,135.22707948302354,12.549359139048914,2.7181227518002222,0.2709454276611816,0.0,231
2,0.04613696542572776,0.01191906130383012,0.09334179568173467,0.01084743537292714,164.97143862134874,20.352414565177387,7.157165009900572,1.4484459836413872,0.0,278
3,4.2052636319671685e-07,9.756378999098194e-07,0.034228034419408075,0.00518302008867079,114.57109381194952,9.67174736169555,-0.46943806068908794,0.3423944449690597,0.0,105
4,0.004589662305839384,0.0015679237903966023,0.06033626604829808,0.009405478919036711,129.85848129403914,11.536187081863188,1.737279246244392,0.3001006883439548,0.0,240
5,0.023781704646614835,0.0039360577210546845,0.08130456788170047,0.013853047109331319,149.33107065792308,11.283633286902829,4.5996997696505595,0.3849297466827141,0.0,200
6,0.0008676111466688647,0.0006804147812758617,0.04719106872120528,0.0075780430172820296,124.67834801814962,10.252687980903598,0.6487364656839895,0.34176392922965265,0.0,213
