sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vth,Ion,ON_OFF_Ratio,SS
0.18,0.16,0.05,1,1,5.91377166,0.022068179,64061245522,156.5448336
0.18,0.16,0.05,0,0,2.450674558,0.031930067,63473185471,113.307394
0.18,0.16,0.05,0,1,3.358732483,0.027145868,91373149217,154.7246123
0.18,0.2,0.055,1,0,3.249443242,0.032830582,79822217643,128.7270246
0.18,0.2,0.055,1,1,4.072631947,0.029965467,77740348682,157.0279924
0.18,0.2,0.055,0,0,1.736241838,0.041789877,79415975723,109.1330116
0.18,0.2,0.055,0,1,2.346799886,0.037716146,1.00115E+11,124.2779979
0.18,0.2,0.057,1,0,2.210936594,0.039656785,91826990414,137.2292363
0.18,0.2,0.057,1,1,2.831363702,0.036886348,89779393238,147.8113812
0.18,0.2,0.057,0,0,0.935634738,0.048373701,89395519922,116.7204126
0.18,0.2,0.057,0,1,1.480781345,0.04453777,1.12306E+11,132.6685215
0.18,0.2,0.05,1,0,5.956212256,0.022667855,42827345700,170.6907511
0.18,0.2,0.05,1,1,7.200538705,0.02064454,42333403255,167.220925
0.18,0.2,0.05,0,0,3.7023171,0.032666836,83479966527,118.1451081
0.18,0.2,0.05,0,1,4.614517053,0.027033731,99179289211,139.1414888
0.18,0.22,0.055,1,0,3.71923306,0.031567517,73319064820,145.8282157
0.18,0.22,0.055,1,1,4.516254599,0.028917177,71169881743,142.8137315
0.18,0.22,0.055,0,0,2.149110684,0.042120381,75887213369,127.7982185
0.18,0.22,0.055,0,1,2.791632208,0.037161362,93177780171,146.4194414
0.18,0.22,0.057,1,0,2.575342952,0.038657688,84207982913,128.6310774
0.18,0.22,0.057,1,1,3.199166467,0.035658665,85649222844,149.8591685
0.18,0.22,0.057,0,0,1.324240432,0.048113501,86087188903,101.2628657
0.18,0.22,0.057,0,1,1.834839785,0.044155289,1.05725E+11,137.5342269
0.18,0.22,0.05,1,0,6.635673671,0.021586318,40449494431,150.7822045
0.18,0.22,0.05,1,1,7.777203947,0.020357034,41012317929,171.6117862
0.18,0.22,0.05,0,0,4.279107872,0.033105428,88297163294,131.7501492
0.18,0.22,0.05,0,1,5.269869847,0.026368645,1.00205E+11,146.8596308
0.18,0.24,0.055,1,0,4.148918799,0.030717321,70905238425,150.907322
0.18,0.24,0.055,1,1,4.931952888,0.028119665,68226993947,153.9467281
0.18,0.24,0.055,0,0,2.615412112,0.041440842,74797784457,119.2385112
0.18,0.24,0.055,0,1,3.270266973,0.035891847,95969462142,133.5041789
0.18,0.24,0.057,1,0,2.922178256,0.037820743,81407001618,141.4253405
0.18,0.24,0.057,1,1,3.563763519,0.034409674,81914990608,149.9029709
0.18,0.24,0.057,0,0,1.658707964,0.048328613,85582081408,118.7468711
0.18,0.24,0.057,0,1,2.190603279,0.043539517,1.03577E+11,141.2332311
0.18,0.24,0.05,1,0,7.224415012,0.021203716,38802918609,170.8932629
0.18,0.24,0.05,1,1,8.430053875,0.019324568,30466474351,179.7054187
0.18,0.24,0.05,0,0,4.932468334,0.03244319,92856844380,125.9970202
0.18,0.24,0.05,0,1,5.879014294,0.026025039,95168750490,161.1238763
0.18,0.26,0.055,1,0,4.569556523,0.029862615,71771729526,143.0404525
0.18,0.26,0.055,1,1,5.371879187,0.026964298,64931930650,148.285182
0.18,0.26,0.055,0,0,3.006856461,0.041515289,75448399628,119.9800744
0.18,0.26,0.055,0,1,3.684034284,0.035381822,1.0116E+11,131.6805312
0.18,0.26,0.057,1,0,3.291134756,0.036508444,78169915529,153.779019
0.18,0.26,0.057,1,1,3.922236627,0.033179976,78340095679,151.525054
0.18,0.26,0.057,0,0,2.054547685,0.047257663,83573836196,122.3676316
0.18,0.26,0.057,0,1,2.58246223,0.042116833,99667019590,125.3123899
0.18,0.26,0.05,1,0,7.841388404,0.0204724,29545740455,147.9458085
0.18,0.26,0.05,1,1,8.932963791,0.019493135,29466791013,154.2445767
0.18,0.26,0.05,0,0,5.495354385,0.032531778,1.01431E+11,134.5866227
0.18,0.26,0.05,0,1,6.479603921,0.025601303,48131577245,162.430836
0.18,0.28,0.055,1,0,5.023756245,0.028477628,72142303441,151.5366291
0.18,0.28,0.055,1,1,5.764912366,0.026302336,62456407396,150.0155339
0.18,0.28,0.055,0,0,3.436099258,0.040801567,82116055422,110.8920501
0.18,0.28,0.055,0,1,4.138224378,0.034105681,1.00003E+11,143.6127039
0.18,0.28,0.057,1,0,3.648434413,0.035276505,75500871342,158.5467495
0.18,0.28,0.057,1,1,4.280916291,0.031898544,74712915806,153.3229201
0.18,0.28,0.057,0,0,2.381357234,0.047064166,82822492608,110.6407117
0.18,0.28,0.057,0,1,2.926095677,0.041347496,98894407784,149.2892394
0.18,0.28,0.05,1,0,8.413412313,0.02004014,28446233096,174.5762414
0.18,0.28,0.05,1,1,9.577900477,0.018381787,27674025534,164.2914563
0.18,0.28,0.05,0,0,6.085884114,0.032086501,35250240524,146.7041112
0.18,0.28,0.05,0,1,7.096763443,0.024862148,38665286569,149.7894025
0.18,0.3,0.055,1,0,5.453121913,0.027335374,71073149277,167.2087403
0.18,0.3,0.055,1,1,6.196514672,0.025151464,42938500111,157.5470732
0.18,0.3,0.055,0,0,3.85666487,0.039981365,93028310881,121.0157323
0.18,0.3,0.055,0,1,4.544581569,0.033388547,99906327518,144.110663
0.18,0.3,0.057,1,0,4.010063378,0.033905925,73349454385,160.6915991
0.18,0.3,0.057,1,1,4.65027235,0.030426506,70726874330,144.4736902
0.18,0.3,0.057,0,0,2.739221514,0.046123564,81413276885,108.9646998
0.18,0.3,0.057,0,1,3.297054325,0.039957474,1.03556E+11,149.5912323
0.18,0.3,0.05,1,0,9.000816483,0.019391896,27298117606,167.3546905
0.18,0.3,0.05,1,1,10.09479268,0.018279563,27062592301,164.7291287
0.18,0.3,0.05,0,0,6.67900748,0.031406936,34121888388,130.5254149
0.18,0.3,0.05,0,1,7.7335823,0.023744344,36525480261,165.1230569
0.18,0.08,0.055,1,0,0.63379127,0.034425042,1.06371E+11,119.1757157
0.18,0.08,0.055,1,1,1.439482216,0.033134552,1.08003E+11,140.886251
0.18,0.08,0.055,0,0,-0.80440599,0.033747947,84898519147,116.1144874
0.18,0.08,0.055,0,1,-0.235054846,0.036070536,1.27556E+11,134.0970091
0.18,0.08,0.057,1,0,0.064658861,0.040267463,1.15964E+11,114.4030802
0.18,0.08,0.057,1,1,0.660993884,0.040371844,1.27882E+11,127.5546136
0.18,0.08,0.057,0,0,-1.123197686,0.036759989,88544057585,121.0579947
0.18,0.08,0.057,0,1,-0.626775784,0.04020546,1.39364E+11,106.0212849
0.18,0.08,0.05,1,0,2.168209135,0.023364297,79460910063,145.9650477
0.18,0.08,0.05,1,1,3.4485626,0.022361234,81639769697,137.7284211
0.18,0.08,0.05,0,0,-0.130067109,0.028441898,68265570908,115.1939916
0.18,0.08,0.05,0,1,0.792013265,0.02644922,94981729886,133.4469795
0.22,0.18,0.055,1,0,3.259345517,0.03211258,84423980711,141.0210341
0.22,0.18,0.055,1,1,3.938305001,0.030094714,14543107260,153.0984296
0.22,0.18,0.055,0,0,1.412567838,0.040961476,82731561155,137.2977932
0.22,0.18,0.055,0,1,2.400447496,0.035604715,1.01932E+11,124.4133399
0.22,0.18,0.057,1,0,2.203592784,0.038936026,96066350440,139.0463147
0.22,0.18,0.057,1,1,2.730274744,0.036756052,19668981147,142.6888312
0.22,0.18,0.057,0,0,0.681258884,0.047439036,94838045192,132.5740196
0.22,0.18,0.057,0,1,1.490136638,0.043130312,1.2001E+11,131.9503258
0.22,0.18,0.05,1,0,6.015254164,0.021946551,46116676695,170.1879577
0.22,0.18,0.05,1,1,7.050641222,0.020562398,6964750358,186.309097
0.22,0.18,0.05,0,0,3.287837043,0.030896999,67102896188,138.1126319
0.22,0.18,0.05,0,1,4.697151922,0.024918071,91941952361,148.6570503
0.22,0.1,0.055,1,0,1.527649051,0.033482154,1.01574E+11,124.9540943
0.22,0.1,0.055,1,1,2.222354218,0.032214382,23856062007,143.8092708
0.22,0.1,0.055,0,0,-0.260660496,0.036924022,82693714610,116.7769197
0.22,0.1,0.055,0,1,0.628345925,0.036193217,1.21142E+11,122.2501532
0.22,0.1,0.057,1,0,0.711559797,0.041313996,1.19516E+11,135.9654991
0.22,0.1,0.057,1,1,1.288176815,0.039779475,31486031631,138.8137173
0.22,0.1,0.057,0,0,-0.622147216,0.040948695,90584094986,115.6323343
0.22,0.1,0.057,0,1,0.063658441,0.042315921,1.37997E+11,123.2762607
0.22,0.1,0.05,1,0,3.495352416,0.022995386,79699226328,147.2859204
0.22,0.1,0.05,1,1,4.565935789,0.022038048,12602023373,156.690712
0.22,0.1,0.05,0,0,0.676608418,0.029064067,67774102914,141.6975223
0.22,0.1,0.05,0,1,2.119050248,0.024989519,89476812893,148.8042614
0.22,0.12,0.055,1,0,1.937453249,0.033654953,1.02615E+11,147.2017504
0.22,0.12,0.055,1,1,2.645617548,0.03198919,20381882126,153.2727475
0.22,0.12,0.055,0,0,0.111597048,0.038522164,87195021988,112.8245784
0.22,0.12,0.055,0,1,1.057885338,0.036461425,1.2064E+11,134.8397765
0.22,0.12,0.057,1,0,1.081390053,0.041211829,1.18061E+11,137.5330053
0.22,0.12,0.057,1,1,1.650804242,0.039223733,27834116384,140.1705638
0.22,0.12,0.057,0,0,-0.328308262,0.043267696,95244976603,105.6353211
0.22,0.12,0.057,0,1,0.35639286,0.043735986,1.41087E+11,120.3364794
0.22,0.12,0.05,1,0,4.144382692,0.022811179,77864295870,143.9817786
0.22,0.12,0.05,1,1,5.17248209,0.021982064,11407220314,164.1431996
0.22,0.12,0.05,0,0,1.354348916,0.02941136,68262762804,122.692907
0.22,0.12,0.05,0,1,2.793247587,0.024944452,89158304964,140.3687779
0.22,0.14,0.055,1,0,2.403178168,0.032997643,93999728202,133.7280686
0.22,0.14,0.055,1,1,3.100294916,0.031191301,18876289596,134.3814912
0.22,0.14,0.055,0,0,0.520809936,0.039989246,86918396961,134.065667
0.22,0.14,0.055,0,1,1.483133147,0.036603823,1.16436E+11,125.3180266
0.22,0.14,0.057,1,0,1.456432319,0.040669679,1.039E+11,138.3970604
0.22,0.14,0.057,1,1,2.006922578,0.038588293,24839698796,135.786327
0.22,0.14,0.057,0,0,-0.021542459,0.045058009,94117114145,122.5360883
0.22,0.14,0.057,0,1,0.756253728,0.043615859,1.27188E+11,123.048455
0.22,0.14,0.05,1,0,4.759288138,0.02275509,77515512041,161.4817121
0.22,0.14,0.05,1,1,5.809722494,0.021525652,10024036466,148.6148314
0.22,0.14,0.05,0,0,1.981300332,0.030300994,69526625037,142.5771688
0.22,0.14,0.05,0,1,3.437642619,0.025019123,94488553160,139.2451309
0.22,0.16,0.055,1,0,2.822405243,0.032761351,86728628006,150.6036793
0.22,0.16,0.055,1,1,3.509240253,0.030832915,16313417807,144.8363147
0.22,0.16,0.055,0,0,0.964208705,0.040692996,83046780485,130.5807501
0.22,0.16,0.055,0,1,1.933724096,0.036280299,1.04951E+11,144.9179783
0.22,0.16,0.057,1,0,1.839113661,0.039745752,98847696451,127.7918419
0.22,0.16,0.057,1,1,2.353649225,0.037972531,21683189307,139.4748096
0.22,0.16,0.057,0,0,0.314600595,0.046607634,93985544141,129.1818751
0.22,0.16,0.057,0,1,1.115440556,0.043652202,1.22789E+11,132.2689347
0.22,0.16,0.05,1,0,5.374001239,0.022543204,69698484068,155.6124366
0.22,0.16,0.05,1,1,6.451998933,0.020916036,7639005699,181.1978564
0.22,0.16,0.05,0,0,2.635670327,0.030751994,64624984980,144.2516954
0.22,0.16,0.05,0,1,4.067059826,0.025065257,92192081858,153.9486851
0.22,0.2,0.055,1,0,3.733264918,0.030836998,79623785341,145.0708478
0.22,0.2,0.055,1,1,4.388857074,0.028968583,13408859619,162.0253693
0.22,0.2,0.055,0,0,1.880475176,0.040697211,81398566648,136.1184579
0.22,0.2,0.055,0,1,2.821178579,0.035402303,1.01187E+11,145.5704092
0.22,0.2,0.057,1,0,2.547422457,0.038311679,91764048957,150.8568311
0.22,0.2,0.057,1,1,3.091850568,0.035650121,17624128477,145.5557409
0.22,0.2,0.057,0,0,1.052803546,0.047704743,92660173215,134.3478422
0.22,0.2,0.057,0,1,1.838013971,0.042814065,1.15989E+11,141.0323352
0.22,0.2,0.05,1,0,6.667915428,0.021131062,43432331694,155.297953
0.22,0.2,0.05,1,1,7.672259505,0.019915008,6576351690,163.5607186
0.22,0.2,0.05,0,0,3.903442952,0.031119021,79622993892,129.7445188
0.22,0.2,0.05,0,1,5.31041989,0.024760248,94154613481,146.5742215
0.22,0.22,0.055,1,0,4.174647782,0.029851102,72610652566,143.4323179
0.22,0.22,0.055,1,1,4.810073972,0.028138322,12023398434,156.9725316
0.22,0.22,0.055,0,0,2.305228663,0.040766657,76894849468,142.7222373
0.22,0.22,0.055,0,1,3.290873193,0.034300441,94932975651,139.2166328
0.22,0.22,0.057,1,0,2.936988427,0.036822757,83191095111,146.6614364
0.22,0.22,0.057,1,1,3.467634181,0.034253198,16185795503,139.9568931
0.22,0.22,0.057,0,0,1.458631448,0.046999101,87717225247,117.1770059
0.22,0.22,0.057,0,1,2.202651974,0.042034223,1.06952E+11,145.4059281
0.22,0.22,0.05,1,0,7.262627323,0.020710712,42686363541,188.7699121
0.22,0.22,0.05,1,1,8.298206006,0.019156702,5273336357,197.6333119
0.22,0.22,0.05,0,0,4.553466966,0.030691928,81683112097,140.5878233
0.22,0.22,0.05,0,1,5.960397192,0.024067349,95783032563,143.4430499
0.22,0.24,0.055,1,0,4.582970892,0.02918064,69219661692,161.3273883
0.22,0.24,0.055,1,1,5.256470629,0.026917116,11310325176,152.9408693
0.22,0.24,0.055,0,0,2.788267227,0.039736579,74257416467,126.149146
0.22,0.24,0.055,0,1,3.69693765,0.033937079,95274295049,152.4886744
0.22,0.24,0.057,1,0,3.284420528,0.035876146,80478161119,159.0149651
0.22,0.24,0.057,1,1,3.829718613,0.032992496,14650684429,147.2406193
0.22,0.24,0.057,0,0,1.823130492,0.046597418,85941978969,135.0525657
0.22,0.24,0.057,0,1,2.586582297,0.040758743,1.02684E+11,134.497963
0.22,0.24,0.05,1,0,7.932878507,0.019529382,32386368417,196.5151177
0.22,0.24,0.05,1,1,8.891161163,0.01858103,4684939797,200.3756625
0.22,0.24,0.05,0,0,5.163864799,0.030449245,82008678340,153.620428
0.22,0.24,0.05,0,1,6.546979071,0.023856757,48709716474,156.7239035
0.22,0.26,0.055,1,0,5.044386861,0.027742117,65638587258,150.1009447
0.22,0.26,0.055,1,1,5.654849399,0.026226822,10067018832,166.2920316
0.22,0.26,0.055,0,0,3.216245605,0.039213979,74727092526,141.4912723
0.22,0.26,0.055,0,1,4.157706538,0.032641831,95227209350,146.9226148
0.22,0.26,0.057,1,0,3.648100517,0.034574456,77124470314,160.8032691
0.22,0.26,0.057,1,1,4.186845908,0.031751402,13288254543,148.0219929
0.22,0.26,0.057,0,0,2.188063274,0.045919246,84015505078,130.1562679
0.22,0.26,0.057,0,1,2.9430135,0.039797268,1.00255E+11,142.7163113
0.22,0.26,0.05,1,0,8.472542604,0.019408937,30285131176,159.4545138
0.22,0.26,0.05,1,1,9.390500769,0.01872313,4441358993,186.3209314
0.22,0.26,0.05,0,0,5.794360455,0.029750553,83104563413,145.9762419
0.22,0.26,0.05,0,1,7.153066161,0.023306156,45772757324,161.0880651
0.22,0.28,0.055,1,0,5.466420911,0.026728039,63628042073,173.0692286
0.22,0.28,0.055,1,1,6.083929916,0.025108274,7180604808,156.47828
0.22,0.28,0.055,0,0,3.664697984,0.03815401,82670406615,135.5555971
0.22,0.28,0.055,0,1,4.566429627,0.031939997,94840167878,140.7328546
0.22,0.28,0.057,1,0,4.010874527,0.033222891,73781489771,161.8128559
0.22,0.28,0.057,1,1,4.544284884,0.030476265,12148081316,153.0341344
0.22,0.28,0.057,0,0,2.551253467,0.045036789,81907791247,138.3347341
0.22,0.28,0.057,0,1,3.292551355,0.03880793,99295353325,145.7485385
0.22,0.28,0.05,1,0,9.055655194,0.018829195,28770564874,167.2315432
0.22,0.28,0.05,1,1,10.05081447,0.017518854,4281583820,197.4619431
0.22,0.28,0.05,0,0,6.379696615,0.029365269,33167274044,149.8381334
0.22,0.28,0.05,0,1,7.7656899,0.02256518,36497443675,158.7761727
0.22,0.3,0.055,1,0,5.88232516,0.025715956,61851675104,165.4752488
0.22,0.3,0.055,1,1,6.494751218,0.024180756,6380086741,177.8502357
0.22,0.3,0.055,0,0,4.059238966,0.037687016,85818655106,150.740078
0.22,0.3,0.055,0,1,5.0264567,0.030410165,92135734172,143.339178
0.22,0.3,0.057,1,0,4.370867409,0.031856429,70649777808,162.1418647
0.22,0.3,0.057,1,1,4.87592774,0.029547302,10979491669,157.5934956
0.22,0.3,0.057,0,0,2.929531106,0.043678093,79342248341,127.7124597
0.22,0.3,0.057,0,1,3.65378412,0.037505536,98956314039,153.433831
0.22,0.3,0.05,1,0,9.707698721,0.01762948,26606739201,213.6858063
0.22,0.3,0.05,1,1,10.55879149,0.017454064,3914198107,195.9945935
0.22,0.3,0.05,0,0,7.002718498,0.028370358,31850708264,163.2515236
0.22,0.3,0.05,0,1,8.365891647,0.021853232,35050440932,161.2197815
0.22,0.08,0.055,1,0,1.044639985,0.034077078,1.12274E+11,141.8677788
0.22,0.08,0.055,1,1,1.758102598,0.032814071,24511043892,147.1001534
0.22,0.08,0.055,0,0,-0.660402795,0.035243944,84821942349,114.8999275
0.22,0.08,0.055,0,1,0.181681653,0.035988724,1.33148E+11,134.921747
0.22,0.08,0.057,1,0,0.387032533,0.040431358,1.21367E+11,131.3128577
0.22,0.08,0.057,1,1,0.902300472,0.040423857,31284225383,123.1586647
0.22,0.08,0.057,0,0,-0.953053378,0.038215184,91681804225,124.3028856
0.22,0.08,0.057,0,1,-0.274820221,0.040962494,1.4378E+11,124.5722568
0.22,0.08,0.05,1,0,2.869591218,0.022798215,88369292132,134.2954887
0.22,0.08,0.05,1,1,3.921682953,0.022272193,13113128249,155.8707049
0.22,0.08,0.05,0,0,0.080764347,0.02794539,70089723623,126.6530794
0.22,0.08,0.05,0,1,1.507587787,0.024479264,97023011360,135.7918133
0.24,0.18,0.055,1,0,3.504971483,0.03094573,81149078848,146.4957466
0.24,0.18,0.055,1,1,4.118772243,0.02936648,9093412404,150.366705
0.24,0.18,0.055,0,0,1.6893185,0.039002854,77636418871,121.0236248
0.24,0.18,0.055,0,1,2.63577701,0.035021772,1.0098E+11,142.6010768
0.24,0.18,0.057,1,0,2.390490861,0.037837527,97012449147,130.1977268
0.24,0.18,0.057,1,1,2.868078426,0.036079471,10766270427,145.2719116
0.24,0.18,0.057,0,0,0.894175852,0.046286295,91331375996,134.7872497
0.24,0.18,0.057,0,1,1.660698772,0.042837498,1.19985E+11,130.3126313
0.24,0.18,0.05,1,0,6.405167258,0.020810768,41878741359,179.9079684
0.24,0.18,0.05,1,1,7.250567905,0.020558176,5028578613,171.3539786
0.24,0.18,0.05,0,0,3.635956225,0.028778354,69965990011,140.6841363
0.24,0.18,0.05,0,1,5.051013224,0.024441455,89597502092,149.5237578
0.24,0.1,0.055,1,0,1.74281229,0.03295626,1.00942E+11,145.0091164
0.24,0.1,0.055,1,1,2.389821516,0.031902627,10386568090,131.3940859
0.24,0.1,0.055,0,0,-0.090294069,0.037434765,84180517688,134.6497173
0.24,0.1,0.055,0,1,0.872328779,0.035894824,1.21226E+11,118.8617971
0.24,0.1,0.057,1,0,0.92947255,0.040238467,1.20499E+11,126.5143089
0.24,0.1,0.057,1,1,1.391218603,0.039907432,12359242135,144.6442382
0.24,0.1,0.057,0,0,-0.497010666,0.041914575,95825018223,107.3001474
0.24,0.1,0.057,0,1,0.238356067,0.042408776,1.39642E+11,125.6009419
0.24,0.1,0.05,1,0,3.862584482,0.022308427,72489224940,147.5261652
0.24,0.1,0.05,1,1,4.785694653,0.022077193,7793986913,158.2995283
0.24,0.1,0.05,0,0,1.026273145,0.027923196,63717821984,150.7662571
0.24,0.1,0.05,0,1,2.483084415,0.024822917,90163508590,149.8336748
0.24,0.12,0.055,1,0,2.196902943,0.032524979,99391850349,139.5285567
0.24,0.12,0.055,1,1,2.814595818,0.03157464,10044690000,150.7355331
0.24,0.12,0.055,0,0,0.313922326,0.038610981,85721458264,133.6092123
0.24,0.12,0.055,0,1,1.312665824,0.035885627,1.1982E+11,123.0325276
0.24,0.12,0.057,1,0,1.276865307,0.040247537,1.19992E+11,138.9341208
0.24,0.12,0.057,1,1,1.752377129,0.039290336,12016072258,146.6465113
0.24,0.12,0.057,0,0,-0.165306224,0.043657106,96795188189,127.5310062
0.24,0.12,0.057,0,1,0.584226711,0.04313015,1.40251E+11,118.2026908
0.24,0.12,0.05,1,0,4.490275684,0.022223382,71385790802,147.786193
0.24,0.12,0.05,1,1,5.437064727,0.021569699,7559893698,150.1381303
0.24,0.12,0.05,0,0,1.665121167,0.028335498,64106112433,129.7200886
0.24,0.12,0.05,0,1,3.132635031,0.02491175,89760816951,144.4860359
0.24,0.14,0.055,1,0,2.613251932,0.032421717,90394861152,138.8938375
0.24,0.14,0.055,1,1,3.26182554,0.030810406,9744037183,139.5353693
0.24,0.14,0.055,0,0,0.791965313,0.038835634,84001286406,125.7142812
0.24,0.14,0.055,0,1,1.719818063,0.036176575,1.1572E+11,131.2066639
0.24,0.14,0.057,1,0,1.658541212,0.039463755,1.04085E+11,127.8296702
0.24,0.14,0.057,1,1,2.139642056,0.038107606,11619040588,143.2693055
0.24,0.14,0.057,0,0,0.180028378,0.044816675,93165855146,105.2916935
0.24,0.14,0.057,0,1,0.948762216,0.043303304,1.27179E+11,120.7846105
0.24,0.14,0.05,1,0,5.111859797,0.022038356,70492568729,164.7466206
0.24,0.14,0.05,1,1,6.057454616,0.021207928,5264658933,153.4579831
0.24,0.14,0.05,0,0,2.306694072,0.028876109,65040256595,147.938131
0.24,0.14,0.05,0,1,3.783630936,0.024821137,92238534457,149.2916255
0.24,0.16,0.055,1,0,3.086825145,0.031415976,83372098011,137.7418135
0.24,0.16,0.055,1,1,3.692194042,0.030123191,9456691851,146.8078752
0.24,0.16,0.055,0,0,1.211657007,0.039425458,79162781665,139.6728636
0.24,0.16,0.055,0,1,2.204522252,0.035304428,1.02911E+11,128.004235
0.24,0.16,0.057,1,0,1.988019718,0.03929546,1.01241E+11,126.1500605
0.24,0.16,0.057,1,1,2.497959658,0.037246894,11247680188,130.9076495
0.24,0.16,0.057,0,0,0.502082044,0.046243742,91979163181,134.7929381
0.24,0.16,0.057,0,1,1.27383185,0.043703965,1.23718E+11,127.9768348
0.24,0.16,0.05,1,0,5.720084161,0.021820759,62156515546,159.9869888
0.24,0.16,0.05,1,1,6.681214173,0.020707771,5108245857,182.8695779
0.24,0.16,0.05,0,0,2.986114225,0.028815403,60190784240,149.8282696
0.24,0.16,0.05,0,1,4.410258803,0.024785261,89949042702,157.689526
0.24,0.2,0.055,1,0,3.966529179,0.029790299,77633521659,145.7893794
0.24,0.2,0.055,1,1,4.534513252,0.028647252,8783889290,146.4657479
0.24,0.2,0.055,0,0,2.109900053,0.039173288,77489095641,140.735764
0.24,0.2,0.055,0,1,3.079521089,0.034383224,98734346389,144.3147567
0.24,0.2,0.057,1,0,2.762140622,0.036723707,90239982840,140.6201384
0.24,0.2,0.057,1,1,3.231321628,0.034917266,10354417181,134.1257486
0.24,0.2,0.057,0,0,1.286485431,0.045860246,88735292788,126.323218
0.24,0.2,0.057,0,1,2.045511723,0.0417836,1.13929E+11,122.5594103
0.24,0.2,0.05,1,0,7.021186331,0.020277945,40421106343,170.5193315
0.24,0.2,0.05,1,1,7.892826357,0.019711273,4001515787,166.7486686
0.24,0.2,0.05,0,0,4.238033363,0.029010666,77701363270,140.8242242
0.24,0.2,0.05,0,1,5.668930245,0.024149805,91496160767,148.3183698
0.24,0.22,0.055,1,0,4.374197542,0.029194235,70577157613,163.711779
0.24,0.22,0.055,1,1,4.960540996,0.027721961,8448821319,164.1133419
0.24,0.22,0.055,0,0,2.575552412,0.038486963,72276449652,123.9731709
0.24,0.22,0.055,0,1,3.511875009,0.033726393,91837830493,134.837812
0.24,0.22,0.057,1,0,3.097408286,0.036036868,83866524405,154.6817206
0.24,0.22,0.057,1,1,3.59319756,0.033693385,9937758670,147.30296
0.24,0.22,0.057,0,0,1.643793873,0.045651268,84175778196,121.2816115
0.24,0.22,0.057,0,1,2.389730469,0.041249916,1.05588E+11,134.8916919
0.24,0.22,0.05,1,0,7.631627552,0.019691752,38963266817,187.358415
0.24,0.22,0.05,1,1,8.491909137,0.019135407,3834556779,193.4337018
0.24,0.22,0.05,0,0,4.902567268,0.028315395,78673363563,142.7097866
0.24,0.22,0.05,0,1,6.292897193,0.023653246,51379377454,143.719199
0.24,0.24,0.055,1,0,4.832948727,0.027853023,65944369583,154.8583839
0.24,0.24,0.055,1,1,5.412785192,0.026411258,8025127589,149.0408719
0.24,0.24,0.055,0,0,2.981940979,0.038406443,71580503289,146.844374
0.24,0.24,0.055,0,1,3.968438876,0.032569365,89276713699,141.6101452
0.24,0.24,0.057,1,0,3.496685933,0.034264911,78992251649,141.0543536
0.24,0.24,0.057,1,1,3.953367953,0.032438561,9519565533,147.6223784
0.24,0.24,0.057,0,0,2.024485942,0.044784884,81816608787,124.1462886
0.24,0.24,0.057,0,1,2.774305437,0.039878559,1.00981E+11,142.1585942
0.24,0.24,0.05,1,0,8.192409092,0.019438857,31033370923,194.6020669
0.24,0.24,0.05,1,1,9.071345854,0.018673383,3715618480,194.3654582
0.24,0.24,0.05,0,0,5.496226169,0.028200475,75900160352,156.9678365
0.24,0.24,0.05,0,1,6.923143815,0.022935228,47889886536,143.3315689
0.24,0.26,0.055,1,0,5.247901014,0.02698396,63221359439,171.6289183
0.24,0.26,0.055,1,1,5.825996546,0.025532266,7692241984,170.092336
0.24,0.26,0.055,0,0,3.461464963,0.037019698,74875107694,130.0435947
0.24,0.26,0.055,0,1,4.390519871,0.031755954,90183147544,155.3336722
0.24,0.26,0.057,1,0,3.832400596,0.033383164,76458940286,149.1591876
0.24,0.26,0.057,1,1,4.311404142,0.03118085,9106902869,151.0089401
0.24,0.26,0.057,0,0,2.388747335,0.043974406,79952072423,126.6499295
0.24,0.26,0.057,0,1,3.135047561,0.038768652,97806547362,131.7248764
0.24,0.26,0.05,1,0,8.822314754,0.018518535,27863307153,202.9483932
0.24,0.26,0.05,1,1,9.644582878,0.018171936,3595029887,180.2234335
0.24,0.26,0.05,0,0,6.135254303,0.027370608,37335046263,138.5735469
0.24,0.26,0.05,0,1,7.502505459,0.022597931,44910161461,176.9029218
0.24,0.28,0.055,1,0,5.678152802,0.025868819,60134199089,157.3127417
0.24,0.28,0.055,1,1,6.232416519,0.024688312,5356428109,186.5652831
0.24,0.28,0.055,0,0,3.865025304,0.036552895,82333328765,151.019343
0.24,0.28,0.055,0,1,4.816258751,0.030769408,90068930670,151.6392182
0.24,0.28,0.057,1,0,4.194410837,0.032044716,72941283335,161.3203712
0.24,0.28,0.057,1,1,4.653946765,0.030112496,8741166860,153.0077365
0.24,0.28,0.057,0,0,2.72063283,0.043517529,78993318334,122.8437582
0.24,0.28,0.057,0,1,3.4893016,0.037649254,95208560402,151.0154129
0.24,0.28,0.05,1,0,9.467963202,0.017459418,26076619972,193.2382011
0.24,0.28,0.05,1,1,10.28032066,0.017172333,3389371495,192.6127534
0.24,0.28,0.05,0,0,6.741998742,0.0267453,30292902528,171.9442438
0.24,0.28,0.05,0,1,8.123851644,0.021753649,35554275291,170.9639029
0.24,0.3,0.055,1,0,6.16121654,0.024095927,40451042947,176.1734172
0.24,0.3,0.055,1,1,6.701726209,0.02309676,5002719426,183.4488737
