sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,Vth,Ion,ON_OFF_Ratio,SS
0.24,0.3,0.055,0,0,4.329187691,0.035005876,82499800424,142.4629201
0.24,0.3,0.055,0,1,5.247358966,0.029608001,88371803961,151.8836867
0.24,0.3,0.057,1,0,4.557813753,0.030637229,69337843065,168.6821209
0.24,0.3,0.057,1,1,5.0186368,0.028715539,8242078332,155.5842304
0.24,0.3,0.057,0,0,3.099135981,0.042069906,77116965901,138.3687741
0.24,0.3,0.057,0,1,3.860199344,0.036146098,92744343025,145.5526718
0.24,0.3,0.05,1,0,10.01161047,0.017156496,25309345486,212.1316778
0.24,0.3,0.05,1,1,10.76773117,0.017253259,3371366838,162.6162806
0.24,0.3,0.05,0,0,7.419671502,0.025167865,28276192457,170.5764459
0.24,0.3,0.05,0,1,8.699917542,0.021237331,34426772727,151.9341913
0.24,0.08,0.055,1,0,1.322117181,0.032862941,1.05282E+11,131.1061183
0.24,0.08,0.055,1,1,1.938570052,0.03240726,10606316145,144.0341421
0.24,0.08,0.055,0,0,-0.431383111,0.035493217,87667852863,110.7403411
0.24,0.08,0.055,0,1,0.428243807,0.035638222,1.33314E+11,118.6193341
0.24,0.08,0.057,1,0,0.562421298,0.040149726,1.21915E+11,111.913882
0.24,0.08,0.057,1,1,1.031340389,0.040278707,12659828138,142.7122694
0.24,0.08,0.057,0,0,-0.80640301,0.039201898,1.08362E+11,126.1514835
0.24,0.08,0.057,0,1,-0.075722793,0.041039665,1.44671E+11,115.0907728
0.24,0.08,0.05,1,0,3.219760283,0.022343781,81283818443,135.0080533
0.24,0.08,0.05,1,1,4.199834063,0.021881575,7808421192,144.9475289
0.24,0.08,0.05,0,0,0.398169038,0.027604131,67897279465,139.1391163
0.24,0.08,0.05,0,1,1.879011542,0.024212706,97499560363,133.6370553
0.08,0.18,0.055,1,0,1.795597115,0.037790892,74653354086,124.7863902
0.08,0.18,0.055,1,1,2.644368409,0.035117429,1.00514E+11,145.0195812
0.08,0.18,0.055,0,0,1.298123845,0.041492111,80944399393,113.948018
0.08,0.18,0.055,0,1,1.307758139,0.041281566,79683306078,101.6966824
0.08,0.18,0.057,1,0,0.96836325,0.045354059,88640791616,127.3542678
0.08,0.18,0.057,1,1,1.686867356,0.042373002,1.18255E+11,114.4401711
0.08,0.18,0.057,0,0,0.583490115,0.047579276,92019096307,118.0709073
0.08,0.18,0.057,0,1,0.597957211,0.047291929,90597610091,112.3698991
0.08,0.18,0.05,1,0,3.808017144,0.027408527,71012350268,135.1745267
0.08,0.18,0.05,1,1,5.093356741,0.024633769,86258115298,143.2723719
0.08,0.18,0.05,0,0,3.019651576,0.032975707,65994869480,118.0942818
0.08,0.18,0.05,0,1,3.033569886,0.032794813,66066950656,129.7950599
0.08,0.1,0.055,1,0,0.036926763,0.036561998,81436728563,128.9673913
0.08,0.1,0.055,1,1,0.858280024,0.036412723,1.22319E+11,136.5393735
0.08,0.1,0.055,0,0,-0.502933463,0.036913182,79899534518,111.7247273
0.08,0.1,0.055,0,1,-0.493835958,0.036948524,80769363747,111.0387931
0.08,0.1,0.057,1,0,-0.40736842,0.041341496,91563257763,123.9001186
0.08,0.1,0.057,1,1,0.244366564,0.042408683,1.38928E+11,110.0215016
0.08,0.1,0.057,0,0,-0.889290954,0.039596076,85176438562,106.152598
0.08,0.1,0.057,0,1,-0.850503203,0.040103225,92548238002,103.3703319
0.08,0.1,0.05,1,0,1.195592056,0.027009944,62932324723,147.5833517
0.08,0.1,0.05,1,1,2.557962393,0.02491145,89230278228,136.5237718
0.08,0.1,0.05,0,0,0.510789117,0.029812147,65588647577,119.0555094
0.08,0.1,0.05,0,1,0.547365033,0.029567881,64793151873,122.5638277
0.08,0.12,0.055,1,0,0.415636437,0.03800279,84107585481,115.9415331
0.08,0.12,0.055,1,1,1.336972032,0.035961172,1.19583E+11,126.3134046
0.08,0.12,0.055,0,0,-0.051812522,0.038918878,83825855143,96.5318799
0.08,0.12,0.055,0,1,-0.057317228,0.039004385,82827265332,95.70530322
0.08,0.12,0.057,1,0,-0.093240162,0.043188969,94480438050,125.9213905
0.08,0.12,0.057,1,1,0.59553639,0.043103109,1.39928E+11,114.5608233
0.08,0.12,0.057,0,0,-0.525513566,0.042671793,91290764388,109.2655169
0.08,0.12,0.057,0,1,-0.49169254,0.042507132,90935268783,116.5290415
0.08,0.12,0.05,1,0,1.879632122,0.02693082,61883922088,130.4855141
0.08,0.12,0.05,1,1,3.159662612,0.025410708,89870084710,137.9919237
0.08,0.12,0.05,0,0,1.127676577,0.030742218,67203390200,113.5470648
0.08,0.12,0.05,0,1,1.183923659,0.0302848,65821525720,114.4324474
0.08,0.14,0.055,1,0,0.903668583,0.037890968,81499273055,131.2883028
0.08,0.14,0.055,1,1,1.754599761,0.036071436,1.12842E+11,128.3507994
0.08,0.14,0.055,0,0,0.411483479,0.040136687,83142736276,119.1864332
0.08,0.14,0.055,0,1,0.394153133,0.04031458,82391252165,115.3395889
0.08,0.14,0.057,1,0,0.269695414,0.044095312,90805698623,116.3880464
0.08,0.14,0.057,1,1,0.958306896,0.043237932,1.25683E+11,114.9139187
0.08,0.14,0.057,0,0,-0.158220348,0.044978909,90129901117,114.4271725
0.08,0.14,0.057,0,1,-0.136371101,0.044774354,89276986723,116.7918844
0.08,0.14,0.05,1,0,2.522965438,0.027313544,62626953987,139.9484923
0.08,0.14,0.05,1,1,3.830082907,0.025076976,89495402375,137.9928251
0.08,0.14,0.05,0,0,1.761205783,0.03162982,68320577768,115.7711796
0.08,0.14,0.05,0,1,1.780927945,0.031455393,67451305866,127.0685318
0.08,0.16,0.055,1,0,1.31333477,0.038437413,76873690122,128.5568807
0.08,0.16,0.055,1,1,2.194435119,0.03574716,1.03558E+11,131.0878823
0.08,0.16,0.055,0,0,0.840151968,0.041180269,80868229450,104.8895201
0.08,0.16,0.055,0,1,0.828090472,0.04127704,80090319459,102.5558392
0.08,0.16,0.057,1,0,0.616464024,0.044969571,88538797398,117.0273479
0.08,0.16,0.057,1,1,1.331516437,0.042817719,1.20793E+11,127.308005
0.08,0.16,0.057,0,0,0.213587265,0.046568631,90631532587,116.4137114
0.08,0.16,0.057,0,1,0.235269874,0.04626465,89298549476,107.4864328
0.08,0.16,0.05,1,0,3.144613818,0.027697834,59733185185,150.3230211
0.08,0.16,0.05,1,1,4.434190099,0.025210608,84630411660,148.9573592
0.08,0.16,0.05,0,0,2.435182683,0.032039895,64490190185,116.4775738
0.08,0.16,0.05,0,1,2.446610159,0.031907234,63617696404,110.6218933
0.08,0.2,0.055,1,0,2.231981367,0.037597532,73804240966,136.2674853
0.08,0.2,0.055,1,1,3.101083576,0.034214384,97099972457,140.876814
0.08,0.2,0.055,0,0,1.726903166,0.041859889,80761171057,108.203497
0.08,0.2,0.055,0,1,1.733334114,0.041643019,79357291130,110.4327061
0.08,0.2,0.057,1,0,1.346145108,0.044957711,86129552515,126.1033912
0.08,0.2,0.057,1,1,2.032429932,0.041874241,1.12321E+11,127.3106442
0.08,0.2,0.057,0,0,0.950648477,0.048094487,90352251166,119.4431351
0.08,0.2,0.057,0,1,0.920406548,0.048379492,89314291290,118.6383815
0.08,0.2,0.05,1,0,4.429693295,0.027335443,74744501336,134.4328802
0.08,0.2,0.05,1,1,5.681073381,0.024610986,88999078144,142.7539542
0.08,0.2,0.05,0,0,3.668873152,0.032971551,73577610178,111.3891077
0.08,0.2,0.05,0,1,3.697331593,0.032614454,82769404394,119.1972689
0.08,0.22,0.055,1,0,2.678735789,0.037048871,69063478499,141.0523026
0.08,0.22,0.055,1,1,3.53389532,0.033480997,88774828952,132.0969755
0.08,0.22,0.055,0,0,2.119781565,0.042460603,77372388951,118.6438301
0.08,0.22,0.055,0,1,2.130514788,0.042149971,75935868185,125.7168142
0.08,0.22,0.057,1,0,1.70555528,0.044546489,81283217530,139.9925931
0.08,0.22,0.057,1,1,2.430329319,0.040345251,1.02761E+11,126.6052233
0.08,0.22,0.057,0,0,1.315646717,0.04818794,87229067635,99.03207303
0.08,0.22,0.057,0,1,1.327811267,0.047802956,85760771640,120.5756638
0.08,0.22,0.05,1,0,5.069363216,0.026854223,75627747675,137.263759
0.08,0.22,0.05,1,1,6.369491814,0.023460131,50363545754,152.2453695
0.08,0.22,0.05,0,0,4.253572266,0.03333582,86194047995,119.9223462
0.08,0.22,0.05,0,1,4.302708412,0.032738504,88446407187,121.7987675
0.08,0.24,0.055,1,0,3.131616344,0.036184109,67385337965,134.677141
0.08,0.24,0.055,1,1,3.980215711,0.03241612,85457065293,132.9677021
0.08,0.24,0.055,0,0,2.587737958,0.041773218,75958713883,111.7840577
0.08,0.24,0.055,0,1,2.594198775,0.041488411,74919640855,108.5404634
0.08,0.24,0.057,1,0,2.078373794,0.043668793,78943011964,128.7037338
0.08,0.24,0.057,1,1,2.794462556,0.039235068,98760065053,126.841021
0.08,0.24,0.057,0,0,1.649500247,0.048415097,86683841230,119.8958039
0.08,0.24,0.057,0,1,1.689415206,0.047529155,84600961077,120.2837312
0.08,0.24,0.05,1,0,5.666333303,0.026649593,73242999592,147.0336192
0.08,0.24,0.05,1,1,6.941338202,0.023307421,47675757415,147.3680578
0.08,0.24,0.05,0,0,4.895290676,0.03281236,90707931063,130.225364
0.08,0.24,0.05,0,1,4.923740974,0.032429776,92766822717,127.1278657
0.08,0.26,0.055,1,0,3.537450441,0.03579692,73609431631,147.2533854
0.08,0.26,0.055,1,1,4.375694941,0.031923047,85453940310,131.5294627
0.08,0.26,0.055,0,0,3.004688839,0.041497886,75832676559,107.397644
0.08,0.26,0.055,0,1,3.008917117,0.041218186,75172177841,130.3964842
0.08,0.26,0.057,1,0,2.446272925,0.042675511,76690618696,137.5727088
0.08,0.26,0.057,1,1,3.138328624,0.03832656,95778921850,130.0013467
0.08,0.26,0.057,0,0,2.000300698,0.048091944,85614097853,104.7637701
0.08,0.26,0.057,0,1,2.009482799,0.047646895,84212977671,103.4013444
0.08,0.26,0.05,1,0,6.335397128,0.025492451,34827311460,162.809307
0.08,0.26,0.05,1,1,7.579990693,0.02238459,43963021109,148.2235264
0.08,0.26,0.05,0,0,5.481252069,0.032648704,99275250772,108.1885058
0.08,0.26,0.05,0,1,5.512974177,0.032225759,1.02443E+11,115.7474133
0.08,0.28,0.055,1,0,3.967217307,0.034882946,78931998783,130.5753157
0.08,0.28,0.055,1,1,4.815074414,0.030740538,85418099633,157.9300922
0.08,0.28,0.055,0,0,3.441508486,0.040677132,78363487001,110.6584207
0.08,0.28,0.055,0,1,3.448571966,0.04034167,81694112480,112.4717588
0.08,0.28,0.057,1,0,2.802028143,0.041705669,74726335047,146.2089371
0.08,0.28,0.057,1,1,3.502196435,0.036991322,92038163880,141.676937
0.08,0.28,0.057,0,0,2.392976543,0.046817815,83469858824,117.4343802
0.08,0.28,0.057,0,1,2.399393777,0.046382138,81881388695,116.1729948
0.08,0.28,0.05,1,0,6.97159459,0.02454579,27698257389,185.8079774
0.08,0.28,0.05,1,1,8.11506629,0.022352119,36153181933,164.1888969
0.08,0.28,0.05,0,0,6.138793123,0.031440794,34948302548,124.7549393
0.08,0.28,0.05,0,1,6.076744872,0.032092881,35333420443,145.8890607
0.08,0.3,0.055,1,0,4.407810493,0.033665262,78722411874,156.3250846
0.08,0.3,0.055,1,1,5.231429474,0.029773766,85188290177,135.1345914
0.08,0.3,0.055,0,0,3.870883205,0.0397286,87963333099,120.8663051
0.08,0.3,0.055,0,1,3.85111794,0.03978102,92348922030,112.1306168
0.08,0.3,0.057,1,0,3.170752193,0.04035526,73104023468,147.6087351
0.08,0.3,0.057,1,1,3.853847182,0.035780606,89046731959,152.8008198
0.08,0.3,0.057,0,0,2.707684037,0.046610155,82670131378,119.375683
0.08,0.3,0.057,0,1,2.755927601,0.045436618,80616309609,118.1994159
0.08,0.3,0.05,1,0,7.570059953,0.023852089,26735036303,169.1302237
0.08,0.3,0.05,1,1,8.702474313,0.021694653,34799707588,181.1074712
0.08,0.3,0.05,0,0,6.661329216,0.031574478,34721942973,140.2947736
0.08,0.3,0.05,0,1,6.671724008,0.031405363,34491559930,146.4431334
0.08,0.08,0.055,1,0,-0.361056193,0.035176711,87562454456,119.1990031
0.08,0.08,0.055,1,1,0.414913037,0.035975082,1.3156E+11,136.5925304
0.08,0.08,0.055,0,0,-0.950970896,0.034044635,78857687199,90.68919866
0.08,0.08,0.055,0,1,-0.841225447,0.034202672,85980516384,120.8904886
0.08,0.08,0.057,1,0,-0.687510189,0.038649589,95212097348,128.8687423
0.08,0.08,0.057,1,1,-0.100815455,0.041255777,1.41388E+11,126.7356617
0.08,0.08,0.057,0,0,-1.252387574,0.035672319,82411079147,107.6890298
0.08,0.08,0.057,0,1,-1.164178636,0.037398972,90977916994,114.2710455
0.08,0.08,0.05,1,0,0.58270634,0.026659062,67060056803,137.0955057
0.08,0.08,0.05,1,1,1.889189325,0.02487776,98992583010,150.8967909
0.08,0.08,0.05,0,0,-0.101374402,0.02865253,68005812758,117.6108306
0.08,0.08,0.05,0,1,-0.134941186,0.028993455,69550350783,115.622719
0.14,0.18,0.055,1,0,2.403908175,0.03454976,84174973023,127.2207396
0.14,0.18,0.055,1,1,3.220245292,0.03307388,1.013E+11,147.4074366
0.14,0.18,0.055,0,0,1.284148551,0.04167621,80614634721,121.4115648
0.14,0.18,0.055,0,1,1.506249496,0.0399933,79861937687,127.6556349
0.14,0.18,0.057,1,0,1.495145765,0.042028737,98762311351,133.1226485
0.14,0.18,0.057,1,1,2.170287838,0.039659852,1.19162E+11,135.6582108
0.14,0.18,0.057,0,0,0.591078409,0.047493319,91354698696,118.4648168
0.14,0.18,0.057,0,1,0.7422373,0.046889953,92726160926,126.3617782
0.14,0.18,0.05,1,0,4.718032818,0.023902663,77836981169,140.3494035
0.14,0.18,0.05,1,1,5.957802535,0.023243323,74541996618,151.406698
0.14,0.18,0.05,0,0,3.023457502,0.032952106,66327993968,125.9798589
0.14,0.18,0.05,0,1,3.33361856,0.030671051,66957996563,150.524344
0.14,0.1,0.055,1,0,0.617171104,0.035527024,99801121315,130.8273026
0.14,0.1,0.055,1,1,1.489091247,0.034321964,1.26503E+11,132.9392126
0.14,0.1,0.055,0,0,-0.509575509,0.036778459,79414505021,113.834827
0.14,0.1,0.055,0,1,-0.263283589,0.03756512,83793403986,120.6480265
0.14,0.1,0.057,1,0,0.061776284,0.041450557,1.11881E+11,114.9016807
0.14,0.1,0.057,1,1,0.699286241,0.041654283,1.49989E+11,123.2439133
0.14,0.1,0.057,0,0,-0.882899658,0.039385198,84198463697,111.1220265
0.14,0.1,0.057,0,1,-0.634303732,0.04166135,92596223095,106.5355201
0.14,0.1,0.05,1,0,2.125256693,0.024241154,74352228484,148.3179445
0.14,0.1,0.05,1,1,3.459019994,0.023881262,92657670314,134.1723811
0.14,0.1,0.05,0,0,0.515068971,0.029597288,64592765902,112.2976862
0.14,0.1,0.05,0,1,0.78413536,0.028684923,65687962839,133.1188721
0.14,0.12,0.055,1,0,1.037492229,0.035898401,99891003702,140.634425
0.14,0.12,0.055,1,1,1.917324089,0.034301303,1.25259E+11,136.3112926
0.14,0.12,0.055,0,0,-0.049725736,0.038826991,82913179256,95.85292591
0.14,0.12,0.055,0,1,0.135431037,0.038841708,86371050555,132.3780402
0.14,0.12,0.057,1,0,0.397776048,0.042339408,1.13528E+11,122.6661731
0.14,0.12,0.057,1,1,1.034596681,0.042081654,1.50113E+11,138.38486
0.14,0.12,0.057,0,0,-0.493552542,0.042319297,90257486813,107.4029945
0.14,0.12,0.057,0,1,-0.289301814,0.043413391,95401324047,108.8962855
0.14,0.12,0.05,1,0,2.802374439,0.024165312,73375608076,145.5582893
0.14,0.12,0.05,1,1,4.057669073,0.02420595,92459385251,154.3723832
0.14,0.12,0.05,0,0,1.177931655,0.030239309,65977187920,115.2476344
0.14,0.12,0.05,0,1,1.398352067,0.029424751,66600915665,144.0453904
0.14,0.14,0.055,1,0,1.510288635,0.035330444,95935013143,123.8282416
0.14,0.14,0.055,1,1,2.373583951,0.033781657,1.09929E+11,130.5856267
0.14,0.14,0.055,0,0,0.419529846,0.040028597,82466972858,117.8176515
0.14,0.14,0.055,0,1,0.61177899,0.039402986,85359850583,124.2038249
0.14,0.14,0.057,1,0,0.760490838,0.042661761,1.05379E+11,122.0744627
0.14,0.14,0.057,1,1,1.398737295,0.041750486,1.2912E+11,140.8413767
0.14,0.14,0.057,0,0,-0.147419944,0.044844493,89435069512,115.7031356
0.14,0.14,0.057,0,1,0.041709015,0.044823282,92448919385,118.5189806
0.14,0.14,0.05,1,0,3.435269911,0.02431145,76855753248,146.9695182
0.14,0.14,0.05,1,1,4.716690719,0.0238089,90281417788,146.4487144
0.14,0.14,0.05,0,0,1.762341559,0.03160023,67653919049,122.9233612
0.14,0.14,0.05,0,1,2.076537232,0.029746198,66986708255,124.2789259
0.14,0.16,0.055,1,0,1.936660566,0.035274873,86947351382,145.1050093
0.14,0.16,0.055,1,1,2.805687402,0.033400291,1.03868E+11,129.5228891
0.14,0.16,0.055,0,0,0.842531616,0.041155156,80172282541,104.0449555
0.14,0.16,0.055,0,1,1.026154072,0.040268582,81049865188,125.1335516
0.14,0.16,0.057,1,0,1.122252151,0.042593275,1.0112E+11,131.4137418
0.14,0.16,0.057,1,1,1.763470324,0.041137915,1.24752E+11,142.776927
0.14,0.16,0.057,0,0,0.222295693,0.046468174,89946361399,117.1740354
0.14,0.16,0.057,0,1,0.380991212,0.046178957,92129918656,128.0171073
0.14,0.16,0.05,1,0,4.073793173,0.024221553,77929571289,156.5607286
0.14,0.16,0.05,1,1,5.315771346,0.02379687,78931362099,144.6019709
0.14,0.16,0.05,0,0,2.440568986,0.031990132,64050717035,112.0663567
0.14,0.16,0.05,0,1,2.704872511,0.030348113,62814526336,144.3693375
0.14,0.2,0.055,1,0,2.830801745,0.034205834,83010939496,146.3160514
0.14,0.2,0.055,1,1,3.688671884,0.031875681,96117029959,141.6032763
0.14,0.2,0.055,0,0,1.729976675,0.041831816,80173128832,107.3450923
0.14,0.2,0.055,0,1,1.914997802,0.040412157,79827378758,139.771413
0.14,0.2,0.057,1,0,1.865769789,0.041262668,95339264815,131.7682865
0.14,0.2,0.057,1,1,2.508869736,0.039118715,1.08978E+11,145.2602165
0.14,0.2,0.057,0,0,0.957471424,0.048015072,89743565712,119.5732852
0.14,0.2,0.057,0,1,1.135079335,0.046661807,90340439898,127.6831024
0.14,0.2,0.05,1,0,5.31523697,0.023861175,80075952585,145.1204617
0.14,0.2,0.05,1,1,6.582615199,0.022713895,52219117563,165.0982936
0.14,0.2,0.05,0,0,3.673253792,0.032938614,80595110334,110.3337613
0.14,0.2,0.05,0,1,3.996599553,0.030344654,78396890045,142.363469
0.14,0.22,0.055,1,0,3.296641986,0.03313434,78264871384,138.9340261
0.14,0.22,0.055,1,1,4.11542858,0.031100437,86182593364,148.2655003
0.14,0.22,0.055,0,0,2.14393777,0.042156998,76559391850,120.9732895
0.14,0.22,0.055,0,1,2.395212212,0.039637863,74353392954,134.6830976
0.14,0.22,0.057,1,0,2.224064632,0.040525463,88036433322,128.3056556
0.14,0.22,0.057,1,1,2.894838323,0.03768424,1.01569E+11,129.2425391
0.14,0.22,0.057,0,0,1.318471202,0.048159146,86702307460,102.5165732
0.14,0.22,0.057,0,1,1.507241365,0.046343402,85574135782,127.1601415
0.14,0.22,0.05,1,0,5.957055719,0.023238658,81535840527,151.9448525
0.14,0.22,0.05,1,1,7.16377769,0.022456005,50862531342,159.0122727
0.14,0.22,0.05,0,0,4.278601963,0.033081263,88647912396,120.0751723
0.14,0.22,0.05,0,1,4.597599388,0.030426658,81777779660,139.5804368
0.14,0.24,0.055,1,0,3.699453992,0.032773758,79356711946,152.2628563
0.14,0.24,0.055,1,1,4.558838554,0.030004661,81599454301,143.4599559
0.14,0.24,0.055,0,0,2.590778844,0.041751257,75702142696,110.9650761
0.14,0.24,0.055,0,1,2.820754864,0.039357343,72814772225,137.5212897
0.14,0.24,0.057,1,0,2.588557952,0.039536329,84922020312,140.3629067
0.14,0.24,0.057,1,1,3.266895838,0.036359132,96837325221,136.9888645
0.14,0.24,0.057,0,0,1.65245235,0.048387126,86160826232,119.6614798
0.14,0.24,0.057,0,1,1.875903698,0.045767018,83646755142,125.1137279
0.14,0.24,0.05,1,0,6.60323002,0.022430845,40225134399,139.1701943
0.14,0.24,0.05,1,1,7.787792231,0.021703266,38586460574,154.9498387
0.14,0.24,0.05,0,0,4.909450323,0.032670305,93282291176,129.1769052
0.14,0.24,0.05,0,1,5.248657074,0.02971385,80797082336,144.2590479
0.14,0.26,0.055,1,0,4.171480427,0.031329792,80627246144,138.1916851
0.14,0.26,0.055,1,1,4.969584803,0.029229035,78492987204,138.1926837
0.14,0.26,0.055,0,0,2.995854514,0.041641423,76257565536,105.0855402
0.14,0.26,0.055,0,1,3.26782117,0.03851615,74037524786,140.9383149
0.14,0.26,0.057,1,0,2.936219417,0.038688336,83005936366,145.0705365
0.14,0.26,0.057,1,1,3.619124723,0.035248493,92875504092,134.8942004
0.14,0.26,0.057,0,0,2.004755671,0.048036797,85082875346,104.1308752
0.14,0.26,0.057,0,1,2.229510643,0.045203017,82012993147,125.5894665
0.14,0.26,0.05,1,0,7.217963157,0.021777449,37370700966,163.2620165
0.14,0.26,0.05,1,1,8.457833963,0.020450067,35090847295,167.3280434
0.14,0.26,0.05,0,0,5.477048263,0.032711805,1.0248E+11,117.1626376
0.14,0.26,0.05,0,1,5.847605831,0.029371276,81511228134,157.2372455
0.14,0.28,0.055,1,0,4.582745053,0.030575099,80481016055,148.3836564
0.14,0.28,0.055,1,1,5.415055157,0.027944768,74399651745,146.081382
0.14,0.28,0.055,0,0,3.459185289,0.040433708,81958719868,120.9174233
0.14,0.28,0.055,0,1,3.689039796,0.037830946,82292818542,130.324478
0.14,0.28,0.057,1,0,3.294694739,0.037519426,81660187841,152.6952928
0.14,0.28,0.057,1,1,3.961555992,0.034223028,89180164415,147.6422145
0.14,0.28,0.057,0,0,2.396115197,0.046782934,83061418190,116.7851627
0.14,0.28,0.057,0,1,2.592583769,0.044265235,79945653888,135.1831268
0.14,0.28,0.05,1,0,7.785592932,0.021479488,30326511112,171.5129573
0.14,0.28,0.05,1,1,9.005601132,0.020186859,34009521371,171.5280101
0.14,0.28,0.05,0,0,6.071987203,0.032221635,35604704041,142.6785236
0.14,0.28,0.05,0,1,6.465866617,0.028616489,32149447148,141.0522054
0.14,0.3,0.055,1,0,5.000560892,0.02962917,79476028285,145.6385045
0.14,0.3,0.055,1,1,5.826661104,0.027013385,70915411704,162.7265306
0.14,0.3,0.055,0,0,3.844267017,0.040136888,92473174431,108.6165054
0.14,0.3,0.055,0,1,4.105374801,0.03702841,84758587572,128.4938917
0.14,0.3,0.057,1,0,3.656344671,0.036200453,82375187622,154.3498397
0.14,0.3,0.057,1,1,4.347700111,0.032484019,84009204894,141.4998164
0.14,0.3,0.057,0,0,2.733687337,0.046185145,82126176884,105.7065287
0.14,0.3,0.057,0,1,2.933361302,0.043508328,78587868599,138.2658661
0.14,0.3,0.05,1,0,8.363096919,0.020937893,29320459829,147.4611566
0.14,0.3,0.05,1,1,9.629924209,0.019198907,32082785305,198.6548927
0.14,0.3,0.05,0,0,6.667069401,0.031521122,34457123597,115.1102678
0.14,0.3,0.05,0,1,7.055848955,0.028014497,31269120796,178.1855034
0.14,0.08,0.055,1,0,0.207930818,0.034825829,1.07054E+11,116.7804292
0.14,0.08,0.055,1,1,1.028443013,0.034594471,1.32137E+11,134.8191391
0.14,0.08,0.055,0,0,-0.930558154,0.033525909,77186332156,95.95564577
0.14,0.08,0.055,0,1,-0.625148096,0.035744443,86443776630,133.4007861
0.14,0.08,0.057,1,0,-0.271177419,0.039946673,1.1657E+11,130.2455047
0.14,0.08,0.057,1,1,0.368803328,0.040898595,1.49128E+11,127.3170902
0.14,0.08,0.057,0,0,-1.242412566,0.035482305,85466301442,114.2053813
0.14,0.08,0.057,0,1,-0.94197217,0.038996033,94085594962,125.2006857
0.14,0.08,0.05,1,0,1.487246006,0.023995621,80866764644,129.0882991
0.14,0.08,0.05,1,1,2.813171906,0.023788991,1.04547E+11,149.5607415
0.14,0.08,0.05,0,0,-0.143924609,0.028565789,67722524920,116.6952492
0.14,0.08,0.05,0,1,0.108484612,0.028510405,70038786158,143.5263543
0.26,0.18,0.055,1,0,3.75937064,0.029610432,70885764908,142.2112044
0.26,0.18,0.055,1,1,4.259467735,0.029155457,8631361029,160.0130624
0.26,0.18,0.055,0,0,1.922574324,0.037839621,98742624011,141.2851823
0.26,0.18,0.055,0,1,2.896161134,0.034243778,99467636595,136.817047
0.26,0.18,0.057,1,0,2.574907082,0.036729124,85836078106,147.395731
0.26,0.18,0.057,1,1,2.973381966,0.035912687,10204187318,155.7794636
0.26,0.18,0.057,0,0,1.105823342,0.045123814,1.12806E+11,133.0449529
0.26,0.18,0.057,0,1,1.871451692,0.041932459,1.1846E+11,125.6935827
0.26,0.18,0.05,1,0,6.751209014,0.019935809,36753005662,174.6819638
0.26,0.18,0.05,1,1,7.486276129,0.020269342,4793526843,161.2471543
0.26,0.18,0.05,0,0,4.009853698,0.026896429,94629042293,147.9053929
0.26,0.18,0.05,0,1,5.435269136,0.02383098,85710312766,145.7521629
0.26,0.1,0.055,1,0,1.96547587,0.032296678,89338352762,145.6339377
0.26,0.1,0.055,1,1,2.548932162,0.031701089,9670843267,144.1075634
0.26,0.1,0.055,0,0,0.135315656,0.037202456,1.11932E+11,137.3105904
0.26,0.1,0.055,0,1,1.114423736,0.035572803,1.21325E+11,134.137568
0.26,0.1,0.057,1,0,1.101490972,0.039691678,1.06963E+11,137.3852354
0.26,0.1,0.057,1,1,1.532224547,0.039440332,11470978501,145.5204635
0.26,0.1,0.057,0,0,-0.272235115,0.041817586,1.29426E+11,115.7675828
0.26,0.1,0.057,0,1,0.380288327,0.042862901,1.42331E+11,113.7402563
0.26,0.1,0.05,1,0,4.216475576,0.021619631,64080699218,152.9925713
0.26,0.1,0.05,1,1,5.054953529,0.021697882,7357045209,152.9927756
0.26,0.1,0.05,0,0,1.398930888,0.026569494,85570701555,147.830649
0.26,0.1,0.05,0,1,2.875791487,0.024568905,90089646065,148.1143909
0.26,0.12,0.055,1,0,2.418101099,0.031820983,87670969429,141.8803405
0.26,0.12,0.055,1,1,2.983633746,0.031165129,9411504781,149.7942427
0.26,0.12,0.055,0,0,0.596875164,0.03756618,1.07964E+11,129.3486544
0.26,0.12,0.055,0,1,1.55362116,0.035553823,1.19968E+11,131.64156
0.26,0.12,0.057,1,0,1.470159001,0.039230308,1.05374E+11,138.6207228
0.26,0.12,0.057,1,1,1.889824494,0.038791272,11228186111,149.3658978
0.26,0.12,0.057,0,0,0.039436654,0.043405313,1.27025E+11,117.7192436
0.26,0.12,0.057,0,1,0.783457481,0.042803649,1.40697E+11,127.0976758
0.26,0.12,0.05,1,0,4.818205719,0.021677286,63874740524,162.1937799
0.26,0.12,0.05,1,1,5.662588863,0.021507561,7174085706,155.7548581
0.26,0.12,0.05,0,0,2.077417997,0.026572653,84385965619,142.0337718
0.26,0.12,0.05,0,1,3.529021095,0.024506157,88843859298,153.5672398
0.26,0.14,0.055,1,0,2.840124833,0.031564755,78004116166,151.7935937
0.26,0.14,0.055,1,1,3.421340983,0.030456532,9162743284,144.1840235
0.26,0.14,0.055,0,0,1.024392467,0.038076221,1.07745E+11,133.1639605
0.26,0.14,0.055,0,1,1.993197085,0.035389495,1.13508E+11,141.1215403
0.26,0.14,0.057,1,0,1.840451412,0.038521876,91764787134,140.213191
0.26,0.14,0.057,1,1,2.269918831,0.037652876,10868209704,144.1597445
