Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6
0.0302732996193474,0.0324394130853786,0.0225725920888149,0.0366292073642862,0.0418282240480042,0.0257134057496213,0.0472210547971878
0.0233629734372104,0.037068499468311,0.0212201324452949,0.0403008213648062,0.0364136783072705,0.0223361030727445,0.0367877995487144
0.0313746948926479,0.0322300531983161,0.0220273299499796,0.0426479475060554,0.0398103772740345,0.0220135189870211,0.0417190611323
0.0260788624892525,0.0232638667449655,0.0211440783549268,0.0429538888743902,0.0440459741584679,0.0231181822848019,0.0401156926577067
0.0316406864545341,0.0321944605742798,0.0220658339266925,0.0445692516976051,0.0342257315608517,0.0228646591539609,0.029165550445948
0.0325595386361478,0.0255854521747762,0.0203450694602852,0.0344486366382241,0.0325474090071611,0.0295878537689931,0.0388875867735331
0.0308165559674869,0.0315317403402353,0.0210440072069005,0.0373542881215746,0.0255887836759462,0.0255075961276396,0.0369745446294199
0.0351317182939771,0.0259722355013511,0.0200993719263863,0.0403953436175259,0.0343517837292253,0.0284259126579749,0.0419221564268563
0.034994678369993,0.033496411689616,0.0250818367073371,0.0280845091862852,0.0400442546481911,0.0326025186501163,0.0433427122346326
0.0338747317020736,0.0382512525694603,0.0208608074351485,0.0366828918698333,0.0335422918593438,0.0300025882089867,0.0303403463077362
0.0339701625437353,0.0318751443213501,0.0195234985979246,0.0374261666817949,0.0368810632133252,0.0274763886599135,0.0398358764653614
0.0356106054789809,0.0365291384215919,0.0248028498703526,0.039250003896106,0.0415134288555059,0.0324076168226684,0.0444712480596046
0.0405202100560644,0.0388580687021341,0.026778319880934,0.0422002394624181,0.0390490709593031,0.029028057203141,0.0411338089226803
0.0342635143438927,0.0360075169513171,0.0202099922043095,0.0388161819285077,0.0309734269777094,0.0326065171556218,0.0462012220749737
0.0397156568499293,0.035406259981619,0.0189254271431954,0.0424346321942208,0.0370220779852556,0.0328894679662788,0.044450631194446
0.0387581128383449,0.0380783568988391,0.0320593567914225,0.0435064600163337,0.040601365493277,0.0311147064288186,0.0477263708941206
0.0221653862071222,0.041652473707102,0.0238558758350859,0.0447744765615434,0.0417420600738765,0.0320473610436351,0.0345290347836416
0.0317175965826699,0.0364939572451449,0.0275166864389983,0.0335702177756496,0.0434111080778552,0.0328455586966303,0.0361066988863164
0.0285327511895595,0.0418179831199734,0.0254107331245236,0.0360937718058952,0.0415719810095081,0.0301411432783485,0.0403280333197966
0.0234128336782461,0.0413278064638079,0.0189591926121281,0.0404062993174017,0.0480672200267118,0.0233651706527929,0.0404421117530478
0.0240348752427433,0.0408622923539006,0.0184236063693,0.035824829690969,0.0432903205622367,0.0231051233763999,0.0252765099405363
0.0311042929904364,0.0466505972185157,0.0316270395976317,0.0397551674214774,0.0478380448623947,0.0230023928236327,0.0474314543676551
0.0329120603633503,0.0399776859932419,0.023592607284539,0.0281377715600113,0.0473283378449323,0.0239125069176875,0.0459857152986084
0.0322735404381779,0.0460515092582167,0.0265283759168331,0.0363415906570125,0.0329841834069472,0.0284407217543045,0.0353491819523104
0.0317654904308437,0.0233971424841255,0.0247679172143604,0.0400106343130651,0.0415644053560671,0.0302334806957612,0.0415882034187373
0.0352154204243075,0.0340065442622889,0.0187961333108679,0.0423884031098054,0.0390219142439828,0.0329030451157298,0.0412187740648317
0.0367457066000594,0.0390972557119544,0.0177652934223305,0.0388238617297462,0.0413059376281586,0.0282004945608155,0.0295150208749217
0.0341795703339421,0.0329315770827756,0.0301637389667247,0.0423074015615174,0.0334508477684486,0.0290421370420437,0.0276166210688515
0.0403842473058145,0.023942590080927,0.0221034257470387,0.0446901532266912,0.0350140927955027,0.0325668748228058,0.038222420880408
0.0362743644592111,0.0237420164084863,0.0224613264283953,0.0337479467426158,0.0336759535172329,0.0306552013177301,0.0425529094225658
0.0363411757396876,0.0329098878475948,0.0226100285977629,0.0360705355037927,0.0410768890311025,0.0295013335339202,0.0302087257886173
0.0400740773158416,0.0282961699638251,0.0229451839578276,0.0367599888938024,0.0279896032546975,0.03264808827308,0.0399737780086721
0.0349952326745028,0.0325151427552374,0.0214644891474346,0.0402054595520255,0.0346604628978866,0.0351330549701204,0.0387417950077894
0.0309431406697986,0.031963720061165,0.0223697972222022,0.0284418978022279,0.0407897668129602,0.0313829306151318,0.0425283194536269
0.0235155399605438,0.0288560708958092,0.0211748353714541,0.0369240220538008,0.0315355385376154,0.0231374872180255,0.0452920762566026
0.0271458680357655,0.0333714249598447,0.0215945958505633,0.0409486954177868,0.0344813530739407,0.0271162844603788,0.0413614740678132
0.0328305815085701,0.0376115377949018,0.020490539213809,0.0432676963984632,0.0388858641089606,0.0226680598206415,0.0464037342734521
0.0326668359196417,0.0380907306174594,0.0277071850083704,0.0352439438659137,0.0420314574191915,0.0223139669261739,0.0455014248619724
