target,__cluster__,sim_index,y_true_orig,y_pred_orig_model_on_X,y_true_trans,y_pred_trans_model_on_X,ORIG_sde_xAl,ORIG_sde_xIn,ORIG_sde_tRecess,ORIG_sde_AlN1,ORIG_sde_AlN2,sde_xAl,sde_xIn,sde_tRecess,sde_AlN1,sde_AlN2,SHAP_sde_xAl,SHAP_sde_xIn,SHAP_sde_tRecess,SHAP_sde_AlN1,SHAP_sde_AlN2
Ion_eq,ALL,0,0.0324394130853786,0.03231250615693826,0.013864575258478326,0.013811188720083304,0.2,0.18,0.055,1,0,0.2,0.18,0.055,1,0,-8.995266847250605e-05,0.0006774051596335084,0.00045094896559021435,-0.0012666035752408788,0.00039315796701430375
Ion_eq,ALL,1,0.0302732996193474,0.030400589381913257,0.012952444872619822,0.013006098429206827,0.2,0.18,0.055,1,1,0.2,0.18,0.055,1,1,-0.00022696418065152102,0.0006503009235052559,0.0004358601867716061,-0.0010601142303130473,-0.0004407163190285246
Ion_eq,ALL,2,0.0418282240480042,0.04170911483053463,0.017796118677662967,0.017746464203052,0.2,0.18,0.055,0,0,0.2,0.18,0.055,0,0,0.0002302266806850639,0.000716230202983752,0.0005121174445230281,0.0020045419024609145,0.0006301163646753594
Ion_eq,ALL,3,0.0364136783072705,0.03650015110449201,0.015533136052661425,0.015569369742800345,0.2,0.18,0.055,0,1,0.2,0.18,0.055,0,1,-0.00013816444583881094,0.000613278819628249,0.0005051168849968236,0.0016887262317686691,-0.0007260629294069076
Ion_eq,ALL,4,0.0398103772740345,0.03976566351803856,0.016954147364113353,0.01693547150219116,0.2,0.18,0.057,1,0,0.2,0.18,0.057,1,0,-6.453666893094123e-05,0.000791638440252882,0.003315375773781852,-0.0011540841549867763,0.0004090740057381481
Ion_eq,ALL,5,0.037068499468311,0.037347164042938585,0.015807442945072483,0.015924123984383382,0.2,0.18,0.057,1,1,0.2,0.18,0.057,1,1,-0.0002128898562204995,0.0007393977238143634,0.0032631490920539364,-0.0010477474180152057,-0.0004619382120540649
Ion_eq,ALL,6,0.0472210547971878,0.04734236777558687,0.02003836529433609,0.020088672252428684,0.2,0.18,0.057,0,0,0.2,0.18,0.057,0,0,0.00012964036156517977,0.0008051067394876554,0.0031007458994281476,0.0018412629795420798,0.0005333438931461387
Ion_eq,ALL,7,0.0440459741584679,0.04400418616337887,0.018719623075938472,0.01870224006855262,0.2,0.18,0.057,0,1,0.2,0.18,0.057,0,1,-0.00011818407908776862,0.0007913562214275771,0.003308761277148733,0.001677448587724939,-0.0006078194389510827
Ion_eq,ALL,8,0.0225725920888149,0.022473821453871556,0.009694148194834992,0.009652197516865744,0.2,0.18,0.05,1,0,0.2,0.18,0.05,1,0,-7.155814018233286e-05,0.0005886334783804159,-0.003572740092422464,-0.0012970180675620213,0.00035502916326777265
Ion_eq,ALL,9,0.0212201324452949,0.021165021350737723,0.009119367945485313,0.009095930207290647,0.2,0.18,0.05,1,1,0.2,0.18,0.05,1,1,-0.00021838148378265033,0.0005502683494319171,-0.0035079260972997873,-0.0009805486366531112,-0.0003989423537677794
Ion_eq,ALL,10,0.0322300531983161,0.03228310453206684,0.013776499326248436,0.013798819262960239,0.2,0.18,0.05,0,0,0.2,0.18,0.05,0,0,0.00022758262314482637,0.0005890404319006848,-0.003449690103734611,0.0020360089038149454,0.0007118355008242361
Ion_eq,ALL,11,0.0257134057496213,0.025711261816255382,0.011026031644793708,0.01102512388693634,0.2,0.18,0.05,0,1,0.2,0.18,0.05,0,1,-0.0002503454915608927,0.0005616271174108078,-0.003643389774588286,0.001563571461047104,-0.0008310428812978899
Ion_eq,ALL,12,0.0342257315608517,0.034268632663156495,0.014615338827531719,0.01463335358485813,0.2,0.1,0.055,1,0,0.2,0.1,0.055,1,0,-3.735498321475461e-05,0.0009650804629154664,0.0005201960675549344,-0.0007881600576001801,0.0003203603572001157
Ion_eq,ALL,13,0.0325474090071611,0.03250696397484942,0.013910001246130305,0.013892989534879092,0.2,0.1,0.055,1,1,0.2,0.1,0.055,1,1,-0.00017135323225602405,0.0011010173770637265,0.0004853934613856836,-0.0008248265975635149,-0.00035047281046445277
Ion_eq,ALL,14,0.0366292073642862,0.03665113740916848,0.015623441063846591,0.015632628530948763,0.2,0.1,0.055,0,0,0.2,0.1,0.055,0,0,4.263341293153644e-05,-0.00018029022622840786,0.0005304538125710678,0.0012987896378399454,0.0002878106550838311
Ion_eq,ALL,15,0.0367877995487144,0.03701208613846796,0.015689877974969492,0.015783818021303707,0.2,0.1,0.055,0,1,0.2,0.1,0.055,0,1,7.969840246460081e-06,0.0004764106636730503,0.0006184934478733339,0.001336429252223752,-0.00030871634555523997
Ion_eq,ALL,16,0.0417190611323,0.041700697457279556,0.01775061085329116,0.017742954937870252,0.2,0.1,0.057,1,0,0.2,0.1,0.057,1,0,4.6480145583700506e-05,0.0010122287714420964,0.003317537850307417,-0.000577961197886907,0.000291438332440066
Ion_eq,ALL,17,0.0401156926577067,0.04018582691076045,0.017081648806821545,0.017110931984109696,0.2,0.1,0.057,1,1,0.2,0.1,0.057,1,1,-0.0001179289573974529,0.001220575500351515,0.00334314370611537,-0.0006691036395932315,-0.00031898643316935704
Ion_eq,ALL,18,0.0403008213648062,0.04065742313457066,0.017158941383193158,0.017307786447980925,0.2,0.1,0.057,0,0,0.2,0.1,0.057,0,0,6.212846891457957e-05,-0.0004022210556513528,0.0028082748436645487,0.0009894677769989356,0.00019690552024485442
